Lead_ID,Created_Date,Owner,Region,Raw_Source,Product_Code,Industry,Company_Size,Deal_Stage,Last_Stage_Date,Close_Date,Expected_Value_USD,Discount_Pct,Stage_Probability,Lost_Reason,Funnel_Level
L01437,2025-09-17,Duy Pham,South,Outbound,CRM-PRO,Education,Mid-Market,Closed Lost,2025-11-25,2025-11-25,21400.0,0,0.0,Timing,4
L01438,2025-10-24,Quynh Vu,North,linkedin,REV-OPS,Professional Services,SMB,Closed Lost,2025-11-19,2025-11-19,25300.0,0,0.0,No Decision,2
L01439,2026-02-12,Ha Vo,North,google cpc,CRM-PRO,Professional Services,SMB,Closed Won,2026-02-24,2026-02-24,14800.0,0,1.0,,6
L01440,2025-11-18,Ha Vo,North,LinkedIn Ads,CRM-CORE,Education,Enterprise,Closed Won,2026-02-05,2026-02-05,30100.0,0,1.0,,6
L01441,2025-02-17,Quynh Vu,North,organic search,CRM-PRO,Technology,Mid-Market,Closed Lost,2025-03-11,2025-03-11,43200.0,0,0.0,Budget,5
L01442,2026-03-18,Bao Tran,South,google cpc,CRM-PRO,Healthcare,Mid-Market,Closed Won,2026-06-02,2026-06-02,20600.0,0,1.0,,6
L01443,2025-06-25,Tuan Bui,Central,customer referral,REV-OPS,Financial Services,SMB,Closed Won,2025-08-27,2025-08-27,43400.0,0.05,1.0,,6
L01444,2026-08-21,Bao Tran,South,SDR Outreach,CRM-PRO,Technology,Mid-Market,New,2026-08-26,,44300.0,0.03,0.05,,1
L01445,2025-12-12,Tuan Bui,Central,SEM - Google,BI-PLUS,Financial Services,Mid-Market,Closed Lost,2026-02-09,2026-02-09,28900.0,0,0.0,Competitor,5
L01446,2026-03-06,Bao Tran,South,Google Ads,BI-PLUS,Professional Services,Enterprise,Closed Lost,2026-04-12,2026-04-12,52600.0,0,0.0,Price,3
L01447,2026-01-02,Ha Vo,North,Google Organic,MKT-AUTO,Healthcare,SMB,Negotiation,2026-05-28,,9900.0,0.05,0.85,,5
L01448,2025-08-05,Tuan Bui,Central,Email Campaign,CRM-CORE,Professional Services,SMB,Closed Lost,2025-10-14,2025-10-14,4800.0,0,0.0,No Decision,2
L01449,2025-03-25,Bao Tran,South,Webinar,CRM-PRO,Education,SMB,Closed Lost,2025-05-09,2025-05-09,17200.0,0,0.0,Competitor,4
L01450,2026-03-06,Quynh Vu,North,organic search,CRM-CORE,Healthcare,SMB,Closed Won,2026-05-05,2026-05-05,8400.0,0.05,1.0,,6
L01451,2025-04-30,An Nguyen,South,Offline List,CRM-CORE,Manufacturing,Mid-Market,Closed Won,2025-05-22,2025-05-22,15700.0,0.1,1.0,,6
L01452,2025-02-26,An Nguyen,South,Email Campaign,CRM-CORE,Education,Mid-Market,Closed Lost,2025-03-26,2025-03-26,17000.0,0,0.0,No Decision,3
L01453,2026-07-31,Quynh Vu,North,SEM - Google,CRM-PRO,Healthcare,Mid-Market,New,2026-08-25,,31100.0,0.05,0.05,,1
L01454,2025-07-14,Quynh Vu,North,google cpc,CRM-CORE,Professional Services,SMB,Closed Lost,2025-10-01,2025-10-01,8000.0,0,0.0,Budget,4
L01455,2025-07-02,Bao Tran,South,organic search,CRM-PRO,Professional Services,SMB,Negotiation,2026-06-15,,17400.0,0.03,0.85,,5
L01456,2026-04-04,Tuan Bui,Central,LI Ads,CRM-PRO,Manufacturing,SMB,Closed Lost,2026-04-12,2026-04-12,16300.0,0,0.0,Price,4
L01457,2026-06-05,Bao Tran,South,customer referral,REV-OPS,Technology,SMB,Closed Lost,2026-08-26,2026-08-26,41700.0,0,0.0,No Decision,5
L01458,2025-06-26,Ha Vo,North,Unknown Event,MKT-AUTO,Technology,SMB,Closed Lost,2025-07-19,2025-07-19,15700.0,0,0.0,Feature Gap,3
L01459,2026-03-11,Tuan Bui,Central,SEM - Google,BI-PLUS,Professional Services,SMB,Closed Won,2026-05-24,2026-05-24,16800.0,0.08,1.0,,6
L01460,2026-03-05,Bao Tran,South,newsletter,CRM-PRO,Technology,Mid-Market,Closed Lost,2026-03-13,2026-03-13,19800.0,0,0.0,Timing,5
L01461,2026-08-29,Ha Vo,North,SEM - Google,CRM-CORE,Healthcare,Mid-Market,New,2026-08-31,,8800.0,0,0.05,,1
L01462,2025-05-17,Bao Tran,South,LinkedIn Ads,CRM-CORE,Retail,Mid-Market,Closed Lost,2025-07-02,2025-07-02,14200.0,0,0.0,Price,3
L01463,2025-09-21,Quynh Vu,North,virtual event,CRM-PRO,Professional Services,SMB,Closed Lost,2025-11-28,2025-11-28,19500.0,0,0.0,Competitor,4
L01464,2025-01-28,Tuan Bui,Central,Google Organic,MKT-AUTO,Retail,Enterprise,Closed Won,2025-04-19,2025-04-19,67900.0,0.12,1.0,,6
L01465,2026-08-16,Minh Do,North,SEO,CS-CLOUD,Professional Services,Mid-Market,New,2026-08-27,,33300.0,0,0.05,,1
L01466,2026-04-28,Bao Tran,South,LI Ads,CRM-PRO,Manufacturing,Mid-Market,Closed Lost,2026-06-10,2026-06-10,33200.0,0,0.0,No Decision,2
L01467,2025-11-11,Chi Le,South,LinkedIn Ads,REV-OPS,Technology,Enterprise,Closed Lost,2025-12-27,2025-12-27,100800.0,0,0.0,Competitor,3
L01468,2025-08-24,Duy Pham,South,linkedin,CS-CLOUD,Technology,SMB,Closed Lost,2025-10-15,2025-10-15,22200.0,0,0.0,No Decision,3
L01469,2025-01-02,Minh Do,North,email nurture,CRM-CORE,Healthcare,Mid-Market,Closed Won,2025-02-10,2025-02-10,8000.0,0.08,1.0,,6
L01470,2025-10-01,Chi Le,South,SDR Outreach,CRM-CORE,Healthcare,Enterprise,Closed Won,2025-11-12,2025-11-12,31900.0,0.12,1.0,,6
L01471,2025-04-16,An Nguyen,South,SEO,CRM-PRO,Financial Services,SMB,Negotiation,2025-10-27,,20400.0,0,0.85,,5
L01472,2026-06-15,Minh Do,North,Email Campaign,CRM-CORE,Retail,Mid-Market,Closed Lost,2026-07-29,2026-07-29,14600.0,0,0.0,Timing,3
L01473,2026-01-20,Tuan Bui,Central,Google Organic,CRM-CORE,Financial Services,SMB,Closed Lost,2026-03-19,2026-03-19,5800.0,0,0.0,Budget,2
L01474,2025-12-08,An Nguyen,South,SEO,CRM-PRO,Professional Services,Mid-Market,Closed Won,2026-02-04,2026-02-04,27200.0,0,1.0,,6
L01475,2026-07-15,Quynh Vu,North,Unknown Event,REV-OPS,Technology,SMB,Qualified,2026-08-09,,48300.0,0.03,0.2,,2
L01476,2026-01-12,Chi Le,South,organic search,CS-CLOUD,Technology,Mid-Market,Closed Lost,2026-03-08,2026-03-08,39200.0,0,0.0,Timing,3
L01477,2026-02-01,Minh Do,North,linkedin,CRM-CORE,Healthcare,SMB,Closed Won,2026-04-17,2026-04-17,4800.0,0.08,1.0,,6
L01478,2025-04-01,Tuan Bui,Central,SEO,CRM-CORE,Education,Mid-Market,Closed Lost,2025-05-28,2025-05-28,18800.0,0,0.0,Budget,4
L01479,2025-10-14,An Nguyen,South,SEO,REV-OPS,Retail,SMB,Closed Lost,2025-10-22,2025-10-22,24300.0,0,0.0,Timing,3
L01480,2026-07-09,Quynh Vu,North,customer referral,CRM-PRO,Healthcare,Mid-Market,Closed Won,2026-08-22,2026-08-22,38300.0,0.1,1.0,,6
L01481,2025-05-25,Bao Tran,South,linkedin,CRM-CORE,Manufacturing,Enterprise,Closed Lost,2025-07-18,2025-07-18,15600.0,0,0.0,Feature Gap,5
L01482,2026-07-21,Minh Do,North,newsletter,CRM-PRO,Manufacturing,SMB,Qualified,2026-08-05,,20500.0,0.05,0.2,,2
L01483,2026-08-08,Duy Pham,South,customer referral,MKT-AUTO,Retail,SMB,Qualified,2026-08-29,,19000.0,0.03,0.2,,2
L01484,2025-10-07,Quynh Vu,North,newsletter,CS-CLOUD,Professional Services,SMB,Closed Lost,2025-11-05,2025-11-05,25000.0,0,0.0,Competitor,4
L01485,2026-06-22,Minh Do,North,google cpc,BI-PLUS,Technology,Mid-Market,Demo / Meeting,2026-08-15,,50200.0,0.05,0.4,,3
L01486,2025-02-16,Tuan Bui,Central,linkedin,BI-PLUS,Healthcare,Mid-Market,Closed Lost,2025-03-13,2025-03-13,52500.0,0,0.0,Budget,5
L01487,2026-06-05,An Nguyen,South,Email Campaign,BI-PLUS,Financial Services,SMB,Closed Lost,2026-06-19,2026-06-19,30000.0,0,0.0,No Decision,5
L01488,2025-10-13,An Nguyen,South,Email Campaign,CRM-PRO,Financial Services,Mid-Market,Closed Lost,2025-12-21,2025-12-21,23100.0,0,0.0,Feature Gap,3
L01489,2025-09-14,Quynh Vu,North,SEO,CS-CLOUD,Professional Services,Mid-Market,Closed Lost,2025-10-26,2025-10-26,33100.0,0,0.0,Feature Gap,4
L01490,2025-03-25,Minh Do,North,SEM - Google,REV-OPS,Healthcare,Mid-Market,Closed Lost,2025-05-02,2025-05-02,46900.0,0,0.0,Budget,2
L01491,2025-11-01,Chi Le,South,SEM - Google,MKT-AUTO,Healthcare,Enterprise,Negotiation,2026-03-20,,49900.0,0,0.85,,5
L01492,2025-07-03,Duy Pham,South,virtual event,BI-PLUS,Financial Services,SMB,Closed Won,2025-09-05,2025-09-05,16600.0,0,1.0,,6
L01493,2026-05-07,Quynh Vu,North,SEO,MKT-AUTO,Manufacturing,SMB,Closed Won,2026-06-29,2026-06-29,17200.0,0,1.0,,6
L01494,2026-08-23,Duy Pham,South,virtual event,BI-PLUS,Technology,SMB,Qualified,2026-08-26,,26500.0,0,0.2,,2
L01495,2026-08-07,Chi Le,South,Google Organic,REV-OPS,Technology,SMB,Qualified,2026-08-18,,47600.0,0.05,0.2,,2
L01496,2025-03-24,Chi Le,South,google cpc,MKT-AUTO,Retail,SMB,Negotiation,2026-06-10,,9100.0,0.05,0.85,,5
L01497,2025-08-10,Quynh Vu,North,email nurture,CRM-PRO,Education,Enterprise,Closed Lost,2025-10-08,2025-10-08,60500.0,0,0.0,Budget,3
L01498,2026-01-03,Duy Pham,South,SEM - Google,CRM-PRO,Education,SMB,Closed Lost,2026-02-12,2026-02-12,23400.0,0,0.0,Price,4
L01499,2025-12-23,Duy Pham,South,SDR Outreach,MKT-AUTO,Manufacturing,SMB,Negotiation,2026-04-18,,19300.0,0,0.85,,5
L01500,2025-09-28,Minh Do,North,Email Campaign,BI-PLUS,Retail,SMB,Closed Lost,2025-11-03,2025-11-03,28200.0,0,0.0,Timing,2
L01501,2026-06-20,Tuan Bui,Central,Webinar,REV-OPS,Technology,Mid-Market,Closed Lost,2026-08-31,2026-08-31,46700.0,0,0.0,Price,2
L01502,2026-05-01,Bao Tran,South,LinkedIn Ads,CRM-PRO,Financial Services,Enterprise,Closed Lost,2026-07-06,2026-07-06,59800.0,0,0.0,No Decision,3
L01503,2025-06-15,Minh Do,North,email nurture,MKT-AUTO,Education,SMB,Closed Lost,2025-08-19,2025-08-19,13100.0,0,0.0,No Decision,3
L01504,2025-10-31,Minh Do,North,Referral,CRM-CORE,Financial Services,SMB,Closed Won,2026-01-07,2026-01-07,6200.0,0,1.0,,6
L01505,2025-03-16,An Nguyen,South,google cpc,BI-PLUS,Education,SMB,Closed Lost,2025-07-12,2025-07-12,24000.0,0,0.0,Competitor,4
L01506,2025-02-26,Chi Le,South,email nurture,CRM-CORE,Financial Services,SMB,Closed Lost,2025-03-31,2025-03-31,5100.0,0,0.0,Competitor,3
L01507,2025-03-05,Duy Pham,South,Webinar,BI-PLUS,Education,SMB,Negotiation,2025-11-16,,17600.0,0,0.85,,5
L01508,2025-08-23,Tuan Bui,Central,Partner Referral,CRM-PRO,Manufacturing,Enterprise,Closed Lost,2025-10-03,2025-10-03,86600.0,0,0.0,Competitor,2
L01509,2025-10-04,Tuan Bui,Central,LinkedIn Ads,CRM-PRO,Education,SMB,Negotiation,2026-03-12,,18200.0,0,0.85,,5
L01510,2025-05-12,Ha Vo,North,email nurture,MKT-AUTO,Retail,Enterprise,Negotiation,2026-02-19,,31800.0,0,0.85,,5
L01511,2025-03-16,An Nguyen,South,organic search,BI-PLUS,Financial Services,Mid-Market,Closed Won,2025-04-30,2025-04-30,53800.0,0.12,1.0,,6
L01512,2025-09-24,Duy Pham,South,Partner Referral,REV-OPS,Technology,Enterprise,Negotiation,2026-05-14,,133800.0,0.03,0.85,,5
L01513,2025-07-29,Tuan Bui,Central,Outbound,MKT-AUTO,Professional Services,SMB,Closed Lost,2025-10-06,2025-10-06,10900.0,0,0.0,No Decision,5
L01514,2025-03-31,Chi Le,South,google cpc,MKT-AUTO,Financial Services,Mid-Market,Closed Lost,2025-05-13,2025-05-13,23200.0,0,0.0,Budget,5
L01515,2025-05-18,Bao Tran,South,linkedin,CS-CLOUD,Retail,Mid-Market,Closed Won,2025-08-12,2025-08-12,30500.0,0,1.0,,6
L01516,2025-04-30,Minh Do,North,LinkedIn Ads,BI-PLUS,Healthcare,SMB,Closed Won,2025-06-21,2025-06-21,27900.0,0.1,1.0,,6
L01517,2025-12-31,Tuan Bui,Central,google cpc,MKT-AUTO,Professional Services,Enterprise,Negotiation,2026-07-26,,42500.0,0,0.85,,5
L01518,2025-04-02,Duy Pham,South,customer referral,CRM-CORE,Professional Services,Mid-Market,Closed Won,2025-06-27,2025-06-27,17600.0,0,1.0,,6
L01519,2025-04-21,Chi Le,South,Referral,BI-PLUS,Technology,Enterprise,Negotiation,2026-05-29,,97800.0,0,0.85,,5
L01520,2025-05-08,Duy Pham,South,virtual event,BI-PLUS,Retail,SMB,Closed Lost,2025-08-02,2025-08-02,28400.0,0,0.0,Budget,5
L01521,2026-02-05,Tuan Bui,Central,virtual event,MKT-AUTO,Financial Services,SMB,Negotiation,2026-05-15,,11100.0,0.03,0.85,,5
L01522,2025-05-18,An Nguyen,South,SEO,CS-CLOUD,Education,Mid-Market,Closed Lost,2025-07-23,2025-07-23,22400.0,0,0.0,No Decision,3
L01523,2025-08-23,Minh Do,North,google cpc,CRM-CORE,Healthcare,Enterprise,Negotiation,2026-04-06,,22200.0,0,0.85,,5
L01524,2026-03-23,Tuan Bui,Central,Google Organic,MKT-AUTO,Education,Mid-Market,Closed Lost,2026-05-17,2026-05-17,18100.0,0,0.0,Price,5
L01525,2025-01-14,Duy Pham,South,organic search,CRM-CORE,Financial Services,Mid-Market,Closed Lost,2025-03-22,2025-03-22,11000.0,0,0.0,Budget,4
L01526,2025-02-10,Chi Le,South,SEM - Google,CS-CLOUD,Financial Services,SMB,Closed Lost,2025-03-13,2025-03-13,27100.0,0,0.0,No Decision,5
L01527,2025-02-04,Bao Tran,South,Email Campaign,MKT-AUTO,Technology,SMB,Negotiation,2026-01-15,,17900.0,0.05,0.85,,5
L01528,2025-07-10,An Nguyen,South,Webinar,CS-CLOUD,Technology,SMB,Closed Lost,2025-08-26,2025-08-26,13500.0,0,0.0,Timing,2
L01529,2026-02-28,Ha Vo,North,SEO,REV-OPS,Education,SMB,Closed Lost,2026-03-27,2026-03-27,37400.0,0,0.0,Timing,5
L01530,2026-01-29,Quynh Vu,North,customer referral,CS-CLOUD,Professional Services,Mid-Market,Closed Won,2026-05-10,2026-05-10,29600.0,0.03,1.0,,6
L01531,2026-06-26,Chi Le,South,Google Organic,BI-PLUS,Professional Services,SMB,Qualified,2026-07-25,,20600.0,0.03,0.2,,2
L01532,2026-04-24,Minh Do,North,virtual event,CRM-CORE,Healthcare,Mid-Market,Closed Lost,2026-05-28,2026-05-28,12700.0,0,0.0,Budget,5
L01533,2026-02-10,Tuan Bui,Central,Webinar,CS-CLOUD,Healthcare,Mid-Market,Closed Lost,2026-03-17,2026-03-17,47800.0,0,0.0,Feature Gap,4
L01534,2026-08-08,Duy Pham,South,email nurture,CRM-CORE,Professional Services,Mid-Market,Qualified,2026-08-27,,9300.0,0,0.2,,2
L01535,2026-07-28,An Nguyen,South,Outbound,CRM-PRO,Professional Services,SMB,Qualified,2026-08-12,,13200.0,0.03,0.2,,2
L01536,2026-07-29,Bao Tran,South,SEO,CRM-CORE,Manufacturing,SMB,New,2026-08-20,,9600.0,0.03,0.05,,1
L01537,2026-08-21,Chi Le,South,Cold Email,MKT-AUTO,Education,Mid-Market,Closed Lost,2026-09-01,2026-09-01,25400.0,0,0.0,Budget,4
L01538,2025-06-02,Bao Tran,South,google cpc,CS-CLOUD,Retail,SMB,Closed Won,2025-06-29,2025-06-29,20600.0,0.1,1.0,,6
L01539,2025-06-20,An Nguyen,South,Google Ads,MKT-AUTO,Healthcare,Mid-Market,Negotiation,2026-02-11,,35500.0,0,0.85,,5
L01540,2026-06-15,Chi Le,South,virtual event,BI-PLUS,Retail,SMB,Demo / Meeting,2026-07-18,,18200.0,0.05,0.4,,3
L01541,2026-07-02,Minh Do,North,SEO,CS-CLOUD,Manufacturing,SMB,Closed Lost,2026-07-10,2026-07-10,18500.0,0,0.0,No Decision,2
L01542,2025-06-05,Bao Tran,South,Google Ads,CS-CLOUD,Professional Services,SMB,Closed Lost,2025-07-15,2025-07-15,18200.0,0,0.0,Budget,5
L01543,2026-02-24,Duy Pham,South,SEO,CRM-CORE,Manufacturing,Enterprise,Negotiation,2026-06-01,,21400.0,0.03,0.85,,5
L01544,2025-08-30,An Nguyen,South,SDR Outreach,CRM-CORE,Healthcare,Enterprise,Closed Lost,2025-11-02,2025-11-02,24600.0,0,0.0,No Decision,2
L01545,2025-12-18,Ha Vo,North,linkedin,REV-OPS,Professional Services,SMB,Closed Lost,2025-12-26,2025-12-26,38100.0,0,0.0,Competitor,2
L01546,2025-02-21,Minh Do,North,Email Campaign,CS-CLOUD,Financial Services,Enterprise,Closed Lost,2025-03-26,2025-03-26,78900.0,0,0.0,Budget,3
L01547,2025-06-28,Quynh Vu,North,Partner Referral,REV-OPS,Retail,SMB,Closed Lost,2025-08-20,2025-08-20,42000.0,0,0.0,Price,3
L01548,2025-05-04,Minh Do,North,Cold Email,BI-PLUS,Healthcare,SMB,Negotiation,2026-03-16,,30100.0,0,0.85,,5
L01549,2025-03-17,Minh Do,North,LI Ads,CRM-CORE,Retail,Mid-Market,Closed Lost,2025-04-23,2025-04-23,14200.0,0,0.0,No Decision,4
L01550,2025-04-04,Minh Do,North,Conference Scan,MKT-AUTO,Manufacturing,Mid-Market,Closed Lost,2025-06-01,2025-06-01,22200.0,0,0.0,No Decision,5
L01551,2026-08-31,Minh Do,North,SEO,CS-CLOUD,Retail,Mid-Market,Closed Lost,2026-09-01,2026-09-01,30200.0,0,0.0,No Decision,4
L01552,2025-07-22,Tuan Bui,Central,LinkedIn Ads,CS-CLOUD,Financial Services,Enterprise,Closed Lost,2025-09-17,2025-09-17,66600.0,0,0.0,Feature Gap,3
L01553,2026-04-09,An Nguyen,South,newsletter,REV-OPS,Healthcare,Mid-Market,Proposal,2026-06-02,,38700.0,0.03,0.65,,4
L01554,2026-08-23,Tuan Bui,Central,LinkedIn Ads,CRM-PRO,Manufacturing,SMB,New,2026-08-28,,10900.0,0.05,0.05,,1
L01555,2025-01-31,Minh Do,North,Referral,MKT-AUTO,Manufacturing,SMB,Closed Lost,2025-03-26,2025-03-26,19500.0,0,0.0,Timing,3
L01556,2025-11-22,Ha Vo,North,Partner Referral,REV-OPS,Education,Mid-Market,Negotiation,2026-04-07,,62100.0,0.05,0.85,,5
L01557,2026-07-14,Chi Le,South,google cpc,CS-CLOUD,Manufacturing,Mid-Market,Demo / Meeting,2026-08-23,,44600.0,0.03,0.4,,3
L01558,2025-11-21,Ha Vo,North,virtual event,BI-PLUS,Manufacturing,Mid-Market,Closed Won,2026-01-08,2026-01-08,28100.0,0.12,1.0,,6
L01559,2026-08-02,Bao Tran,South,LI Ads,REV-OPS,Education,SMB,Qualified,2026-08-12,,40100.0,0.05,0.2,,2
L01560,2025-07-15,Minh Do,North,linkedin,REV-OPS,Retail,Enterprise,Negotiation,2026-04-18,,144700.0,0.05,0.85,,5
L01561,2026-04-01,Tuan Bui,Central,Outbound,CRM-CORE,Technology,Enterprise,Closed Won,2026-06-20,2026-06-20,23200.0,0,1.0,,6
L01562,2026-03-24,Duy Pham,South,Email Campaign,CRM-CORE,Technology,Mid-Market,Closed Lost,2026-05-15,2026-05-15,13400.0,0,0.0,No Decision,3
L01563,2025-04-11,Bao Tran,South,google cpc,CS-CLOUD,Professional Services,SMB,Closed Won,2025-06-23,2025-06-23,22700.0,0.12,1.0,,6
L01564,2026-08-26,Minh Do,North,Referral,REV-OPS,Professional Services,Mid-Market,New,2026-08-29,,54300.0,0.05,0.05,,1
L01565,2025-03-29,Ha Vo,North,Offline List,CRM-CORE,Professional Services,Enterprise,Negotiation,2025-10-14,,28600.0,0.03,0.85,,5
L01566,2025-04-03,Duy Pham,South,organic search,MKT-AUTO,Professional Services,SMB,Closed Lost,2025-06-14,2025-06-14,11500.0,0,0.0,Feature Gap,2
L01567,2026-07-19,Bao Tran,South,google cpc,CRM-CORE,Technology,SMB,Qualified,2026-08-15,,4400.0,0.05,0.2,,2
L01568,2026-02-03,Chi Le,South,Webinar,MKT-AUTO,Education,Mid-Market,Closed Lost,2026-02-24,2026-02-24,16900.0,0,0.0,No Decision,4
L01569,2025-10-20,Tuan Bui,Central,linkedin,CRM-PRO,Technology,SMB,Closed Lost,2025-11-18,2025-11-18,21100.0,0,0.0,No Decision,4
L01570,2026-06-25,Duy Pham,South,SDR Outreach,CS-CLOUD,Education,SMB,Closed Lost,2026-08-03,2026-08-03,22900.0,0,0.0,Feature Gap,4
L01571,2025-03-11,Ha Vo,North,Google Ads,CS-CLOUD,Financial Services,SMB,Closed Lost,2025-03-19,2025-03-19,15500.0,0,0.0,No Decision,3
L01572,2026-02-14,Ha Vo,North,Email Campaign,REV-OPS,Manufacturing,SMB,Closed Won,2026-04-07,2026-04-07,25100.0,0.05,1.0,,6
L01573,2025-01-29,Quynh Vu,North,linkedin,CS-CLOUD,Manufacturing,Enterprise,Closed Lost,2025-03-22,2025-03-22,81700.0,0,0.0,Competitor,2
L01574,2026-06-02,Minh Do,North,email nurture,MKT-AUTO,Technology,Mid-Market,Closed Lost,2026-07-10,2026-07-10,18700.0,0,0.0,Timing,2
L01575,2025-06-20,An Nguyen,South,LI Ads,CRM-PRO,Financial Services,Mid-Market,Closed Lost,2025-08-17,2025-08-17,32200.0,0,0.0,Budget,2
L01576,2026-07-10,Quynh Vu,North,Referral,CRM-CORE,Technology,SMB,Demo / Meeting,2026-08-17,,6300.0,0,0.4,,3
L01577,2026-06-05,Quynh Vu,North,Cold Email,CRM-PRO,Education,SMB,Closed Lost,2026-07-19,2026-07-19,15000.0,0,0.0,Budget,2
L01578,2025-04-28,Minh Do,North,LinkedIn Ads,BI-PLUS,Financial Services,SMB,Closed Lost,2025-05-28,2025-05-28,17400.0,0,0.0,No Decision,4
L01579,2025-06-07,An Nguyen,South,Unknown Event,BI-PLUS,Professional Services,Enterprise,Negotiation,2026-02-08,,77400.0,0,0.85,,5
L01580,2025-09-06,Tuan Bui,Central,Conference Scan,CRM-CORE,Manufacturing,Enterprise,Closed Won,2025-10-06,2025-10-06,25000.0,0.03,1.0,,6
L01581,2025-02-02,An Nguyen,South,Outbound,CRM-PRO,Retail,SMB,Closed Lost,2025-03-14,2025-03-14,20600.0,0,0.0,Budget,4
L01582,2025-03-03,An Nguyen,South,linkedin,CRM-PRO,Retail,SMB,Closed Lost,2025-05-06,2025-05-06,21800.0,0,0.0,Competitor,5
L01583,2025-10-26,Minh Do,North,google cpc,CRM-PRO,Retail,Mid-Market,Negotiation,2026-06-17,,29000.0,0,0.85,,5
L01584,2025-10-08,Tuan Bui,Central,SEM - Google,CRM-CORE,Healthcare,Enterprise,Closed Lost,2025-11-02,2025-11-02,19900.0,0,0.0,No Decision,3
L01585,2025-12-16,An Nguyen,South,linkedin,CRM-CORE,Retail,Mid-Market,Closed Lost,2026-01-06,2026-01-06,8200.0,0,0.0,Timing,2
L01586,2025-08-23,Duy Pham,South,Referral,BI-PLUS,Technology,SMB,Closed Won,2025-09-04,2025-09-04,13500.0,0,1.0,,6
L01587,2025-04-09,Chi Le,South,virtual event,CRM-PRO,Financial Services,SMB,Closed Lost,2025-06-23,2025-06-23,24400.0,0,0.0,Budget,4
L01588,2025-01-12,Bao Tran,South,Webinar,CRM-PRO,Technology,Mid-Market,Negotiation,2026-04-20,,22100.0,0,0.85,,5
L01589,2025-05-25,Duy Pham,South,Webinar,CRM-PRO,Professional Services,SMB,Closed Lost,2025-07-11,2025-07-11,25100.0,0,0.0,No Decision,5
L01590,2025-01-25,Chi Le,South,SEO,MKT-AUTO,Education,SMB,Closed Won,2025-02-25,2025-02-25,14300.0,0.08,1.0,,6
L01591,2026-01-27,Tuan Bui,Central,LI Ads,CRM-CORE,Financial Services,Mid-Market,Closed Won,2026-03-24,2026-03-24,12800.0,0,1.0,,6
L01592,2025-01-03,Bao Tran,South,google cpc,CRM-CORE,Manufacturing,SMB,Closed Lost,2025-02-12,2025-02-12,4500.0,0,0.0,No Decision,2
L01593,2025-01-05,Tuan Bui,Central,Webinar,MKT-AUTO,Education,Mid-Market,Closed Lost,2025-02-22,2025-02-22,23000.0,0,0.0,No Decision,5
L01594,2025-03-30,Minh Do,North,linkedin,REV-OPS,Financial Services,SMB,Closed Won,2025-04-15,2025-04-15,25200.0,0.03,1.0,,6
L01595,2026-02-23,Ha Vo,North,LinkedIn Ads,CRM-CORE,Technology,Mid-Market,Negotiation,2026-07-04,,16400.0,0,0.85,,5
L01596,2026-03-31,Quynh Vu,North,email nurture,CRM-CORE,Retail,Mid-Market,Closed Won,2026-06-12,2026-06-12,9600.0,0.03,1.0,,6
L01597,2026-01-20,Minh Do,North,LI Ads,CRM-CORE,Retail,SMB,Negotiation,2026-07-10,,7000.0,0.03,0.85,,5
L01598,2025-03-01,Ha Vo,North,Google Organic,CRM-CORE,Technology,SMB,Closed Lost,2025-05-04,2025-05-04,7700.0,0,0.0,No Decision,3
L01599,2026-04-18,Minh Do,North,SEO,CRM-CORE,Technology,SMB,Closed Lost,2026-06-09,2026-06-09,6600.0,0,0.0,Competitor,4
L01600,2025-04-12,Bao Tran,South,newsletter,CS-CLOUD,Healthcare,Mid-Market,Closed Lost,2025-05-15,2025-05-15,31000.0,0,0.0,Budget,4
L01601,2025-12-04,Ha Vo,North,SEO,REV-OPS,Retail,Mid-Market,Closed Lost,2026-02-26,2026-02-26,43000.0,0,0.0,Timing,3
L01602,2025-02-27,Minh Do,North,Google Ads,REV-OPS,Financial Services,SMB,Closed Lost,2025-04-09,2025-04-09,42000.0,0,0.0,Price,5
L01603,2026-02-17,Tuan Bui,Central,linkedin,CRM-PRO,Manufacturing,Mid-Market,Closed Won,2026-04-16,2026-04-16,37900.0,0.05,1.0,,6
L01604,2025-05-30,Quynh Vu,North,customer referral,CRM-PRO,Retail,SMB,Closed Won,2025-08-26,2025-08-26,25500.0,0.05,1.0,,6
L01605,2025-12-20,Ha Vo,North,Cold Email,CRM-CORE,Financial Services,SMB,Negotiation,2026-06-05,,10100.0,0,0.85,,5
L01606,2025-06-18,Tuan Bui,Central,LI Ads,BI-PLUS,Financial Services,SMB,Closed Won,2025-08-30,2025-08-30,22100.0,0.03,1.0,,6
L01607,2025-06-05,Tuan Bui,Central,Google Organic,CRM-PRO,Retail,Enterprise,Closed Won,2025-09-07,2025-09-07,86700.0,0.1,1.0,,6
L01608,2026-07-17,Quynh Vu,North,Google Organic,BI-PLUS,Professional Services,Mid-Market,Demo / Meeting,2026-08-19,,45700.0,0,0.4,,3
L01609,2026-05-02,Ha Vo,North,newsletter,MKT-AUTO,Technology,SMB,Closed Lost,2026-06-11,2026-06-11,20800.0,0,0.0,Price,2
L01610,2026-06-24,Bao Tran,South,Google Organic,MKT-AUTO,Retail,Mid-Market,Qualified,2026-08-24,,35300.0,0,0.2,,2
