session_id,user_id,session_date,channel_id,device_id,geo_id,source,medium,is_new_user,engaged_session,engagement_seconds,pageviews,view_item,add_to_cart,begin_checkout,purchase,order_id,session_revenue
S0054074,U023002,2021-01-31,1,2,1,google,organic,0,1,336,11,1,1,1,1,O003389,30.98
S0054075,U023002,2021-01-31,1,2,1,google,organic,0,1,84,6,1,0,0,0,,0.0
S0054076,U023003,2021-01-04,2,1,4,(direct),(none),1,1,143,5,1,0,0,0,,0.0
S0054077,U023003,2021-01-06,3,1,4,google,cpc,0,0,110,3,1,0,0,0,,0.0
S0054078,U023004,2020-12-11,2,1,1,(direct),(none),1,0,40,4,0,0,0,0,,0.0
S0054079,U023004,2020-12-13,1,1,1,bing,organic,0,1,163,5,1,0,0,0,,0.0
S0054080,U023004,2020-12-16,6,1,1,newsletter,email,0,0,58,2,0,0,0,0,,0.0
S0054081,U023004,2020-12-18,4,1,1,partner-site,referral,0,1,341,14,1,1,1,1,O003390,33.98
S0054082,U023005,2021-01-23,3,1,5,google,cpc,1,0,43,3,0,0,0,0,,0.0
S0054083,U023005,2021-01-24,1,1,5,bing,organic,0,0,65,1,0,0,0,0,,0.0
S0054084,U023005,2021-01-26,3,2,5,google,cpc,0,1,37,6,1,0,0,0,,0.0
S0054085,U023006,2020-11-29,2,1,1,(direct),(none),1,1,179,4,1,0,0,0,,0.0
S0054086,U023006,2020-12-06,5,1,1,google,display,0,0,106,4,1,0,0,0,,0.0
S0054087,U023006,2020-12-10,1,1,1,google,organic,0,1,226,4,1,0,0,0,,0.0
S0054088,U023007,2020-11-12,3,3,3,google,cpc,1,1,209,4,1,0,0,0,,0.0
S0054089,U023008,2020-11-06,3,1,8,google,cpc,1,1,132,9,1,1,0,0,,0.0
S0054090,U023009,2020-11-06,2,1,5,(direct),(none),1,0,52,2,0,0,0,0,,0.0
S0054091,U023009,2020-11-08,3,2,5,google,cpc,0,0,40,3,0,0,0,0,,0.0
S0054092,U023010,2021-01-23,3,2,10,google,cpc,1,1,82,6,1,0,0,0,,0.0
S0054093,U023011,2020-12-03,1,1,1,google,organic,1,1,66,6,0,0,0,0,,0.0
S0054094,U023011,2020-12-14,2,3,1,(direct),(none),0,1,140,6,1,0,0,0,,0.0
S0054095,U023012,2020-11-12,1,2,8,google,organic,1,0,91,5,1,0,0,0,,0.0
S0054096,U023012,2020-11-18,2,2,8,(direct),(none),0,1,440,12,1,1,1,1,O003391,41.98
S0054097,U023013,2020-12-02,3,1,1,google,cpc,1,1,82,8,1,0,0,0,,0.0
S0054098,U023013,2020-12-15,1,1,1,google,organic,0,1,120,2,0,0,0,0,,0.0
S0054099,U023014,2020-12-21,3,2,1,google,cpc,1,1,385,10,1,1,1,1,O003392,75.37
S0054100,U023015,2020-12-05,1,1,1,bing,organic,1,0,35,5,1,0,0,0,,0.0
S0054101,U023015,2020-12-06,1,1,1,google,organic,0,1,319,11,1,1,1,0,,0.0
S0054102,U023015,2020-12-10,7,1,1,facebook,social,0,0,79,2,1,0,0,0,,0.0
S0054103,U023016,2020-12-11,3,1,4,bing,cpc,1,0,38,2,0,0,0,0,,0.0
S0054104,U023016,2020-12-12,3,1,4,google,cpc,0,0,106,3,1,0,0,0,,0.0
S0054105,U023016,2020-12-18,4,1,4,partner-site,referral,0,0,33,4,0,0,0,0,,0.0
S0054106,U023017,2020-12-12,3,1,1,google,cpc,1,1,81,7,1,0,0,0,,0.0
S0054107,U023017,2020-12-14,3,1,1,google,cpc,0,1,200,2,1,0,0,0,,0.0
S0054108,U023017,2020-12-15,5,1,1,dv360,display,0,0,72,3,1,0,0,0,,0.0
S0054109,U023017,2020-12-16,2,1,1,(direct),(none),0,1,320,10,1,1,1,1,O003393,27.97
S0054110,U023018,2021-01-25,2,2,1,(direct),(none),1,0,43,3,0,0,0,0,,0.0
S0054111,U023019,2020-11-26,7,1,5,twitter,social,1,1,120,5,1,0,0,0,,0.0
S0054112,U023019,2020-12-02,1,3,5,google,organic,0,0,20,4,0,0,0,0,,0.0
S0054113,U023020,2020-12-29,3,1,4,bing,cpc,1,1,192,6,1,0,0,0,,0.0
S0054114,U023020,2021-01-05,1,1,4,google,organic,0,1,140,3,1,0,0,0,,0.0
S0054115,U023021,2020-11-24,4,3,4,other-referral,referral,1,1,159,3,0,0,0,0,,0.0
S0054116,U023021,2020-12-04,1,3,4,google,organic,0,1,263,2,1,0,0,0,,0.0
S0054117,U023022,2020-12-24,2,1,3,(direct),(none),1,0,37,1,0,0,0,0,,0.0
S0054118,U023022,2020-12-25,2,1,3,(direct),(none),0,0,95,4,1,0,0,0,,0.0
S0054119,U023022,2020-12-26,2,1,3,(direct),(none),0,1,168,5,1,0,0,0,,0.0
S0054120,U023023,2020-11-30,6,1,1,promo,email,1,1,76,7,1,0,0,0,,0.0
S0054121,U023023,2020-12-01,3,1,1,google,cpc,0,0,113,3,1,0,0,0,,0.0
S0054122,U023023,2020-12-08,3,1,1,google,cpc,0,0,81,3,0,0,0,0,,0.0
S0054123,U023024,2020-11-22,2,2,4,(direct),(none),1,1,144,4,1,0,0,0,,0.0
S0054124,U023024,2020-11-23,1,2,4,google,organic,0,1,128,11,1,1,0,0,,0.0
S0054125,U023025,2021-01-01,1,1,10,google,organic,1,0,83,2,0,0,0,0,,0.0
S0054126,U023026,2020-11-25,1,1,1,google,organic,1,0,57,4,1,0,0,0,,0.0
S0054127,U023026,2020-12-03,1,1,1,bing,organic,0,1,121,2,0,0,0,0,,0.0
S0054128,U023027,2020-12-06,1,2,1,google,organic,1,0,9,4,0,0,0,0,,0.0
S0054129,U023027,2020-12-07,4,1,1,partner-site,referral,0,1,157,3,1,0,0,0,,0.0
S0054130,U023028,2020-12-12,3,1,10,google,cpc,1,1,301,3,1,0,0,0,,0.0
S0054131,U023028,2020-12-16,3,1,10,google,cpc,0,1,75,6,1,0,0,0,,0.0
S0054132,U023028,2020-12-23,1,1,10,google,organic,0,0,97,4,0,0,0,0,,0.0
S0054133,U023029,2020-12-07,4,1,10,partner-site,referral,1,1,160,5,1,1,0,0,,0.0
S0054134,U023029,2020-12-19,4,1,10,other-referral,referral,0,0,19,3,0,0,0,0,,0.0
S0054135,U023030,2021-01-05,2,1,10,(direct),(none),1,1,107,9,1,0,0,0,,0.0
S0054136,U023030,2021-01-07,6,1,10,newsletter,email,0,1,122,2,0,0,0,0,,0.0
S0054137,U023030,2021-01-08,2,1,10,(direct),(none),0,0,115,2,0,0,0,0,,0.0
S0054138,U023031,2020-12-27,5,2,1,google,display,1,1,209,3,1,0,0,0,,0.0
S0054139,U023032,2021-01-05,1,2,2,google,organic,1,1,312,9,1,1,1,1,O003394,88.95
S0054140,U023032,2021-01-06,3,2,2,google,cpc,0,1,194,3,1,0,0,0,,0.0
S0054141,U023032,2021-01-08,6,2,2,newsletter,email,0,1,210,4,1,0,0,0,,0.0
S0054142,U023033,2020-11-26,7,1,2,twitter,social,1,1,181,6,1,0,0,0,,0.0
S0054143,U023033,2020-11-28,7,2,2,facebook,social,0,1,306,6,1,1,1,1,O003395,41.63
S0054144,U023034,2020-12-18,1,1,1,google,organic,1,1,170,5,1,0,0,0,,0.0
S0054145,U023034,2020-12-19,1,1,1,google,organic,0,1,171,5,1,0,0,0,,0.0
S0054146,U023034,2020-12-24,5,1,1,google,display,0,0,88,4,1,0,0,0,,0.0
S0054147,U023034,2020-12-25,1,2,1,google,organic,0,1,136,9,1,1,0,0,,0.0
S0054148,U023035,2020-11-05,7,1,1,instagram,social,1,1,197,6,1,1,0,0,,0.0
S0054149,U023036,2020-12-02,1,1,1,google,organic,1,0,80,4,1,0,0,0,,0.0
S0054150,U023036,2020-12-07,1,1,1,bing,organic,0,1,159,6,1,0,0,0,,0.0
S0054151,U023036,2020-12-08,1,1,1,google,organic,0,1,158,8,1,1,0,0,,0.0
S0054152,U023036,2020-12-11,1,1,1,google,organic,0,0,36,4,0,0,0,0,,0.0
S0054153,U023036,2020-12-13,6,1,1,newsletter,email,0,1,182,4,0,0,0,0,,0.0
S0054154,U023037,2020-12-02,6,1,4,newsletter,email,1,1,197,7,1,1,0,0,,0.0
S0054155,U023037,2020-12-06,4,1,4,partner-site,referral,0,0,100,5,0,0,0,0,,0.0
S0054156,U023037,2020-12-09,6,1,4,newsletter,email,0,0,62,5,1,0,0,0,,0.0
S0054157,U023038,2020-11-14,1,2,3,google,organic,1,0,11,1,0,0,0,0,,0.0
S0054158,U023038,2020-11-18,2,2,3,(direct),(none),0,1,233,15,1,1,1,0,,0.0
S0054159,U023038,2020-11-20,3,2,3,google,cpc,0,1,152,2,1,0,0,0,,0.0
S0054160,U023039,2020-12-15,1,1,3,google,organic,1,0,89,4,1,0,0,0,,0.0
S0054161,U023039,2020-12-24,2,1,3,(direct),(none),0,1,164,5,0,0,0,0,,0.0
S0054162,U023039,2020-12-25,1,1,3,google,organic,0,1,114,7,1,1,0,0,,0.0
S0054163,U023040,2020-12-23,7,1,10,facebook,social,1,0,8,4,0,0,0,0,,0.0
S0054164,U023040,2020-12-27,2,2,10,(direct),(none),0,0,41,4,1,0,0,0,,0.0
S0054165,U023041,2020-12-02,2,1,10,(direct),(none),1,0,68,3,1,0,0,0,,0.0
S0054166,U023042,2020-12-12,1,2,7,google,organic,1,0,85,1,0,0,0,0,,0.0
S0054167,U023042,2020-12-18,1,2,7,google,organic,0,1,193,9,1,1,1,0,,0.0
S0054168,U023043,2020-12-03,1,2,1,google,organic,1,0,21,5,0,0,0,0,,0.0
S0054169,U023043,2020-12-11,3,2,1,google,cpc,0,1,100,8,1,0,0,0,,0.0
S0054170,U023044,2020-12-17,5,2,1,google,display,1,0,66,3,1,0,0,0,,0.0
S0054171,U023044,2020-12-20,2,2,1,(direct),(none),0,0,48,1,1,0,0,0,,0.0
S0054172,U023045,2020-11-26,1,2,10,google,organic,1,0,69,2,0,0,0,0,,0.0
S0054173,U023045,2020-12-02,3,1,10,google,cpc,0,0,76,3,0,0,0,0,,0.0
S0054174,U023046,2020-11-23,3,1,1,bing,cpc,1,0,85,4,0,0,0,0,,0.0
S0054175,U023046,2020-11-28,1,1,1,google,organic,0,1,121,7,1,0,0,0,,0.0
S0054176,U023046,2020-11-29,1,1,1,google,organic,0,0,70,3,1,0,0,0,,0.0
S0054177,U023046,2020-12-02,5,1,1,google,display,0,0,117,3,1,0,0,0,,0.0
S0054178,U023047,2021-01-21,2,2,2,(direct),(none),1,0,60,4,0,0,0,0,,0.0
S0054179,U023048,2020-11-24,5,2,7,google,display,1,0,66,1,0,0,0,0,,0.0
S0054180,U023048,2020-11-26,2,2,7,(direct),(none),0,0,7,3,0,0,0,0,,0.0
S0054181,U023048,2020-12-01,4,2,7,youtube.com,referral,0,1,121,8,1,1,0,0,,0.0
S0054182,U023048,2020-12-10,6,2,7,promo,email,0,1,136,13,1,1,0,0,,0.0
S0054183,U023049,2021-01-07,1,2,9,google,organic,1,0,113,2,0,0,0,0,,0.0
S0054184,U023050,2021-01-21,1,2,2,google,organic,1,0,38,3,0,0,0,0,,0.0
S0054185,U023051,2020-12-19,2,2,9,(direct),(none),1,1,125,5,1,0,0,0,,0.0
S0054186,U023051,2020-12-20,5,1,9,google,display,0,1,285,6,1,1,0,0,,0.0
S0054187,U023052,2020-12-21,1,1,1,google,organic,1,1,336,15,1,1,1,1,O003396,21.68
S0054188,U023053,2020-12-25,4,2,1,youtube.com,referral,1,1,99,6,1,0,0,0,,0.0
S0054189,U023053,2020-12-27,6,2,1,newsletter,email,0,0,28,2,0,0,0,0,,0.0
S0054190,U023053,2020-12-28,3,2,1,google,cpc,0,1,96,8,1,0,0,0,,0.0
S0054191,U023053,2020-12-30,3,2,1,bing,cpc,0,1,131,3,1,0,0,0,,0.0
S0054192,U023054,2020-11-25,3,1,1,google,cpc,1,0,80,3,1,0,0,0,,0.0
S0054193,U023054,2020-12-02,1,1,1,google,organic,0,0,46,2,0,0,0,0,,0.0
S0054194,U023054,2020-12-04,1,1,1,google,organic,0,1,77,6,1,0,0,0,,0.0
S0054195,U023055,2020-11-27,4,1,1,youtube.com,referral,1,1,151,1,0,0,0,0,,0.0
S0054196,U023055,2020-12-10,1,1,1,yahoo,organic,0,0,66,4,0,0,0,0,,0.0
S0054197,U023056,2020-11-15,3,2,5,google,cpc,1,1,223,4,1,0,0,0,,0.0
S0054198,U023056,2020-11-17,1,2,5,google,organic,0,1,366,1,0,0,0,0,,0.0
S0054199,U023056,2020-11-18,3,1,5,google,cpc,0,1,287,1,0,0,0,0,,0.0
S0054200,U023057,2021-01-18,2,1,1,(direct),(none),1,1,475,11,1,1,1,1,O003397,12.99
S0054201,U023057,2021-01-20,1,1,1,google,organic,0,0,39,5,1,0,0,0,,0.0
S0054202,U023058,2020-11-06,5,1,1,dv360,display,1,1,164,8,1,0,0,0,,0.0
S0054203,U023059,2020-11-21,1,1,10,google,organic,1,1,206,5,1,1,0,0,,0.0
S0054204,U023059,2020-12-04,1,1,10,yahoo,organic,0,1,321,5,1,0,0,0,,0.0
S0054205,U023060,2020-12-07,1,2,1,google,organic,1,1,354,6,1,1,1,0,,0.0
S0054206,U023060,2020-12-10,4,2,1,youtube.com,referral,0,1,208,8,1,1,0,0,,0.0
S0054207,U023061,2020-11-29,5,1,2,google,display,1,0,100,5,0,0,0,0,,0.0
S0054208,U023061,2020-12-02,1,1,2,google,organic,0,0,56,3,0,0,0,0,,0.0
S0054209,U023061,2020-12-16,2,1,2,(direct),(none),0,0,107,5,1,0,0,0,,0.0
S0054210,U023062,2020-11-07,4,1,5,google.com,referral,1,1,159,6,1,0,0,0,,0.0
S0054211,U023062,2020-11-15,1,1,5,google,organic,0,0,61,2,1,0,0,0,,0.0
S0054212,U023062,2020-11-18,1,1,5,google,organic,0,1,50,7,1,0,0,0,,0.0
S0054213,U023063,2020-12-11,4,2,2,google.com,referral,1,0,100,5,1,0,0,0,,0.0
S0054214,U023063,2020-12-21,4,2,2,partner-site,referral,0,0,44,4,0,0,0,0,,0.0
S0054215,U023064,2020-11-23,4,1,1,youtube.com,referral,1,1,270,2,1,0,0,0,,0.0
S0054216,U023064,2020-11-27,7,1,1,facebook,social,0,1,259,4,1,0,0,0,,0.0
S0054217,U023064,2020-11-30,1,1,1,google,organic,0,0,56,2,0,0,0,0,,0.0
S0054218,U023065,2020-12-16,1,1,1,google,organic,1,0,14,2,0,0,0,0,,0.0
S0054219,U023066,2020-11-01,4,2,1,google.com,referral,1,1,214,6,1,0,0,0,,0.0
S0054220,U023066,2020-11-08,1,1,1,google,organic,0,1,370,13,1,1,1,1,O003398,34.98
S0054221,U023066,2020-11-11,4,1,1,partner-site,referral,0,0,40,2,0,0,0,0,,0.0
S0054222,U023067,2020-12-02,2,1,4,(direct),(none),1,1,132,4,1,0,0,0,,0.0
S0054223,U023067,2020-12-05,3,1,4,google,cpc,0,1,184,8,1,0,0,0,,0.0
S0054224,U023067,2020-12-09,1,2,4,yahoo,organic,0,1,135,9,1,1,0,0,,0.0
S0054225,U023068,2020-12-27,1,1,1,google,organic,1,1,61,8,1,0,0,0,,0.0
S0054226,U023068,2021-01-03,1,1,1,yahoo,organic,0,0,95,3,0,0,0,0,,0.0
S0054227,U023069,2020-11-29,1,1,1,bing,organic,1,1,264,5,1,0,0,0,,0.0
S0054228,U023069,2020-12-08,3,1,1,google,cpc,0,1,318,9,1,0,0,0,,0.0
S0054229,U023070,2020-11-13,6,1,1,promo,email,1,0,10,2,0,0,0,0,,0.0
S0054230,U023071,2020-12-14,2,1,1,(direct),(none),1,0,86,4,1,0,0,0,,0.0
S0054231,U023072,2020-12-07,1,1,6,google,organic,1,1,207,3,1,0,0,0,,0.0
S0054232,U023073,2021-01-18,1,1,1,google,organic,1,0,58,2,0,0,0,0,,0.0
S0054233,U023073,2021-01-20,3,1,1,google,cpc,0,1,150,1,0,0,0,0,,0.0
S0054234,U023074,2020-12-05,2,1,4,(direct),(none),1,1,80,8,0,0,0,0,,0.0
S0054235,U023074,2020-12-14,2,1,4,(direct),(none),0,1,166,8,1,1,0,0,,0.0
S0054236,U023075,2021-01-06,1,2,1,google,organic,1,0,80,3,0,0,0,0,,0.0
S0054237,U023076,2020-12-11,1,3,1,google,organic,1,0,37,1,0,0,0,0,,0.0
S0054238,U023076,2020-12-15,4,2,1,other-referral,referral,0,1,216,16,1,1,1,0,,0.0
S0054239,U023076,2020-12-17,3,2,1,google,cpc,0,0,78,2,0,0,0,0,,0.0
S0054240,U023077,2020-11-30,1,1,1,google,organic,1,1,191,8,1,0,0,0,,0.0
S0054241,U023077,2020-12-03,3,1,1,google,cpc,0,1,70,9,1,0,0,0,,0.0
S0054242,U023077,2020-12-09,3,1,1,google,cpc,0,0,88,5,1,0,0,0,,0.0
S0054243,U023078,2020-12-27,3,2,1,bing,cpc,1,0,72,4,1,0,0,0,,0.0
S0054244,U023078,2020-12-29,2,2,1,(direct),(none),0,1,161,3,1,0,0,0,,0.0
S0054245,U023078,2020-12-30,3,2,1,google,cpc,0,1,345,10,1,1,1,1,O003399,25.98
S0054246,U023078,2020-12-31,5,2,1,google,display,0,0,110,2,1,0,0,0,,0.0
S0054247,U023079,2020-12-10,4,1,3,youtube.com,referral,1,1,131,11,1,1,0,0,,0.0
S0054248,U023079,2020-12-26,1,1,3,google,organic,0,1,158,2,0,0,0,0,,0.0
S0054249,U023080,2020-11-17,7,2,4,youtube,social,1,1,49,6,1,0,0,0,,0.0
S0054250,U023080,2020-11-19,1,2,4,google,organic,0,1,278,6,1,1,1,0,,0.0
S0054251,U023080,2020-11-24,3,2,4,google,cpc,0,0,43,4,0,0,0,0,,0.0
S0054252,U023081,2020-12-11,2,1,1,(direct),(none),1,0,26,5,0,0,0,0,,0.0
S0054253,U023082,2021-01-23,1,2,1,google,organic,1,1,60,9,1,0,0,0,,0.0
S0054254,U023082,2021-01-25,3,2,1,google,cpc,0,0,38,3,0,0,0,0,,0.0
S0054255,U023083,2020-12-26,1,1,1,bing,organic,1,1,194,6,1,0,0,0,,0.0
S0054256,U023083,2020-12-27,6,1,1,promo,email,0,1,312,13,1,1,1,1,O003400,8.99
S0054257,U023083,2020-12-29,2,2,1,(direct),(none),0,1,252,3,1,0,0,0,,0.0
S0054258,U023084,2020-11-30,6,2,5,promo,email,1,0,110,4,0,0,0,0,,0.0
S0054259,U023084,2020-12-01,1,2,5,google,organic,0,1,142,4,0,0,0,0,,0.0
S0054260,U023085,2021-01-04,1,2,5,google,organic,1,0,81,1,1,0,0,0,,0.0
S0054261,U023085,2021-01-06,1,2,5,google,organic,0,1,39,7,1,0,0,0,,0.0
S0054262,U023085,2021-01-08,1,2,5,google,organic,0,0,99,5,0,0,0,0,,0.0
S0054263,U023086,2021-01-21,3,2,1,google,cpc,1,0,67,4,1,0,0,0,,0.0
S0054264,U023086,2021-01-22,1,2,1,yahoo,organic,0,1,372,16,1,1,1,1,O003401,18.99
S0054265,U023087,2021-01-12,1,2,1,bing,organic,1,0,88,3,1,0,0,0,,0.0
S0054266,U023087,2021-01-14,2,1,1,(direct),(none),0,1,235,6,1,1,1,0,,0.0
S0054267,U023088,2020-11-08,5,1,1,google,display,1,0,68,4,1,0,0,0,,0.0
S0054268,U023088,2020-11-13,1,1,1,google,organic,0,0,111,4,1,0,0,0,,0.0
S0054269,U023089,2020-11-29,2,1,1,(direct),(none),1,1,220,8,1,1,1,0,,0.0
S0054270,U023089,2020-12-07,6,1,1,promo,email,0,0,105,2,1,0,0,0,,0.0
S0054271,U023090,2020-12-28,3,1,3,google,cpc,1,0,72,5,1,0,0,0,,0.0
S0054272,U023091,2020-12-18,7,2,1,instagram,social,1,0,79,1,0,0,0,0,,0.0
S0054273,U023092,2021-01-18,2,1,1,(direct),(none),1,1,167,6,1,0,0,0,,0.0
S0054274,U023092,2021-01-19,5,1,1,google,display,0,0,48,4,1,0,0,0,,0.0
S0054275,U023092,2021-01-20,5,2,1,google,display,0,0,68,2,0,0,0,0,,0.0
S0054276,U023092,2021-01-22,2,1,1,(direct),(none),0,1,119,8,1,1,0,0,,0.0
S0054277,U023092,2021-01-23,5,2,1,google,display,0,1,375,11,1,1,1,1,O003402,56.97
S0054278,U023093,2020-11-28,3,2,3,google,cpc,1,1,369,13,1,1,1,1,O003403,39.08
S0054279,U023093,2020-12-06,2,2,3,(direct),(none),0,1,309,12,1,1,1,0,,0.0
S0054280,U023094,2020-12-03,1,1,2,google,organic,1,1,187,11,1,0,0,0,,0.0
S0054281,U023094,2020-12-06,3,1,2,google,cpc,0,1,125,4,1,0,0,0,,0.0
S0054282,U023094,2020-12-07,7,1,2,instagram,social,0,0,23,2,0,0,0,0,,0.0
S0054283,U023095,2020-12-19,2,2,1,(direct),(none),1,1,202,5,1,0,0,0,,0.0
S0054284,U023095,2020-12-23,6,2,1,newsletter,email,0,0,52,2,1,0,0,0,,0.0
S0054285,U023096,2021-01-03,1,1,4,google,organic,1,1,125,6,1,0,0,0,,0.0
S0054286,U023096,2021-01-05,2,1,4,(direct),(none),0,0,80,2,0,0,0,0,,0.0
S0054287,U023097,2020-12-24,5,1,6,dv360,display,1,1,85,6,1,0,0,0,,0.0
S0054288,U023098,2021-01-11,6,3,1,promo,email,1,1,158,4,0,0,0,0,,0.0
S0054289,U023098,2021-01-12,2,3,1,(direct),(none),0,0,118,4,0,0,0,0,,0.0
S0054290,U023098,2021-01-14,1,1,1,google,organic,0,1,149,9,1,0,0,0,,0.0
S0054291,U023098,2021-01-16,6,3,1,newsletter,email,0,1,298,8,1,1,1,1,O003404,21.98
S0054292,U023099,2020-12-30,2,1,10,(direct),(none),1,1,207,2,1,0,0,0,,0.0
S0054293,U023099,2020-12-31,2,1,10,(direct),(none),0,1,326,8,1,1,1,0,,0.0
S0054294,U023099,2021-01-01,2,1,10,(direct),(none),0,1,231,5,1,1,0,0,,0.0
S0054295,U023099,2021-01-02,2,1,10,(direct),(none),0,0,71,4,1,0,0,0,,0.0
S0054296,U023100,2020-11-26,3,2,10,google,cpc,1,1,177,12,1,1,1,0,,0.0
S0054297,U023100,2020-11-30,1,1,10,google,organic,0,1,184,5,1,1,0,0,,0.0
S0054298,U023100,2020-12-05,6,1,10,promo,email,0,0,114,4,0,0,0,0,,0.0
S0054299,U023101,2020-12-12,2,1,1,(direct),(none),1,1,233,4,1,0,0,0,,0.0
S0054300,U023101,2020-12-16,4,1,1,other-referral,referral,0,1,358,13,1,1,1,1,O003405,19.98
S0054301,U023101,2020-12-17,6,1,1,newsletter,email,0,1,161,8,1,1,0,0,,0.0
S0054302,U023102,2020-11-26,3,1,1,bing,cpc,1,0,113,4,1,0,0,0,,0.0
S0054303,U023102,2020-11-30,1,1,1,bing,organic,0,1,272,6,1,0,0,0,,0.0
S0054304,U023102,2020-12-02,4,1,1,other-referral,referral,0,0,43,4,0,0,0,0,,0.0
S0054305,U023102,2020-12-05,2,1,1,(direct),(none),0,1,219,9,1,0,0,0,,0.0
S0054306,U023103,2021-01-30,3,1,6,google,cpc,1,1,124,4,1,1,0,0,,0.0
S0054307,U023103,2021-01-31,6,1,6,newsletter,email,0,1,158,6,1,0,0,0,,0.0
S0054308,U023103,2021-01-31,6,1,6,promo,email,0,1,191,7,1,1,1,0,,0.0
S0054309,U023103,2021-01-31,5,1,6,google,display,0,1,131,5,1,0,0,0,,0.0
S0054310,U023104,2020-12-19,1,1,10,google,organic,1,0,30,3,0,0,0,0,,0.0
S0054311,U023105,2020-11-19,4,2,10,other-referral,referral,1,0,63,5,0,0,0,0,,0.0
S0054312,U023106,2020-11-25,1,1,1,google,organic,1,1,178,11,1,1,1,0,,0.0
S0054313,U023107,2020-12-01,6,2,1,newsletter,email,1,0,27,3,0,0,0,0,,0.0
S0054314,U023107,2020-12-02,1,2,1,google,organic,0,1,362,10,1,1,1,1,O003406,31.43
S0054315,U023107,2020-12-08,2,2,1,(direct),(none),0,1,65,7,1,0,0,0,,0.0
S0054316,U023108,2021-01-30,1,1,1,bing,organic,1,0,91,5,0,0,0,0,,0.0
S0054317,U023109,2021-01-01,1,1,1,google,organic,1,1,144,1,0,0,0,0,,0.0
S0054318,U023110,2020-11-03,3,1,1,google,cpc,1,1,219,5,1,0,0,0,,0.0
S0054319,U023110,2020-11-04,1,1,1,yahoo,organic,0,1,369,14,1,1,1,1,O003407,20.98
S0054320,U023110,2020-11-09,6,1,1,newsletter,email,0,1,160,6,1,0,0,0,,0.0
S0054321,U023110,2020-11-12,5,1,1,google,display,0,0,59,5,1,0,0,0,,0.0
S0054322,U023110,2020-11-14,5,2,1,dv360,display,0,0,54,2,1,0,0,0,,0.0
S0054323,U023111,2020-11-24,1,2,7,google,organic,1,1,256,2,0,0,0,0,,0.0
S0054324,U023111,2020-12-01,2,2,7,(direct),(none),0,1,180,8,1,0,0,0,,0.0
S0054325,U023111,2020-12-09,7,2,7,instagram,social,0,0,47,1,1,0,0,0,,0.0
S0054326,U023112,2020-11-29,1,1,1,bing,organic,1,1,165,7,1,1,0,0,,0.0
S0054327,U023113,2020-12-17,3,2,1,google,cpc,1,1,151,11,1,1,0,0,,0.0
S0054328,U023113,2020-12-19,1,2,1,bing,organic,0,1,139,2,1,0,0,0,,0.0
S0054329,U023113,2020-12-20,3,1,1,google,cpc,0,1,180,5,1,1,0,0,,0.0
S0054330,U023114,2020-12-16,2,1,1,(direct),(none),1,0,68,4,1,0,0,0,,0.0
S0054331,U023114,2020-12-20,3,1,1,google,cpc,0,1,108,8,1,0,0,0,,0.0
S0054332,U023114,2020-12-24,2,1,1,(direct),(none),0,0,114,5,1,0,0,0,,0.0
S0054333,U023114,2020-12-28,4,1,1,youtube.com,referral,0,1,49,6,0,0,0,0,,0.0
S0054334,U023115,2021-01-03,1,2,1,google,organic,1,1,152,3,1,0,0,0,,0.0
S0054335,U023115,2021-01-05,3,2,1,google,cpc,0,0,31,3,0,0,0,0,,0.0
S0054336,U023115,2021-01-07,1,2,1,google,organic,0,1,170,7,1,1,0,0,,0.0
S0054337,U023116,2020-11-25,2,2,1,(direct),(none),1,1,40,6,0,0,0,0,,0.0
S0054338,U023116,2020-12-02,6,1,1,newsletter,email,0,1,164,6,1,0,0,0,,0.0
S0054339,U023116,2020-12-03,4,1,1,other-referral,referral,0,0,32,3,0,0,0,0,,0.0
S0054340,U023116,2020-12-04,2,1,1,(direct),(none),0,0,81,3,0,0,0,0,,0.0
S0054341,U023116,2020-12-05,1,1,1,yahoo,organic,0,1,249,7,1,0,0,0,,0.0
S0054342,U023117,2020-12-06,1,2,1,yahoo,organic,1,0,55,5,1,0,0,0,,0.0
S0054343,U023117,2020-12-08,3,1,1,google,cpc,0,1,58,10,1,0,0,0,,0.0
S0054344,U023118,2020-12-16,1,1,1,bing,organic,1,1,116,10,1,0,0,0,,0.0
S0054345,U023118,2020-12-19,3,1,1,google,cpc,0,1,114,6,1,0,0,0,,0.0
S0054346,U023118,2020-12-20,1,1,1,google,organic,0,1,98,7,1,0,0,0,,0.0
S0054347,U023119,2020-11-25,7,1,1,facebook,social,1,1,297,7,1,0,0,0,,0.0
S0054348,U023119,2020-11-28,7,1,1,facebook,social,0,1,162,8,1,0,0,0,,0.0
S0054349,U023119,2020-11-29,6,2,1,newsletter,email,0,1,168,5,1,0,0,0,,0.0
S0054350,U023120,2020-12-19,1,1,1,google,organic,1,1,375,11,1,1,1,1,O003408,27.98
S0054351,U023120,2020-12-30,1,1,1,bing,organic,0,1,164,4,1,1,0,0,,0.0
S0054352,U023120,2020-12-31,1,1,1,google,organic,0,0,70,5,1,0,0,0,,0.0
S0054353,U023121,2020-11-27,3,2,1,bing,cpc,1,0,116,2,1,0,0,0,,0.0
S0054354,U023121,2020-12-09,4,2,1,partner-site,referral,0,1,94,6,1,0,0,0,,0.0
S0054355,U023122,2020-12-06,2,1,1,(direct),(none),1,1,29,6,0,0,0,0,,0.0
