CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI
CAMP07723,2025-03-18,2025-04-08,Search,99536,4556,906,206,4999.36,14863.72,1.9731
CAMP07724,2025-02-15,2025-02-27,Email,86857,4695,971,162,3229.48,10134.25,2.138
CAMP07725,2025-07-24,2025-08-16,Email,99485,7197,1842,401,7557.26,27429.23,2.6295
CAMP07726,2025-04-13,2025-04-21,Email,79623,5298,1292,225,5108.4,18184.68,2.5598
CAMP07727,2025-04-09,2025-04-23,Search,59601,3089,645,142,4920.37,8681.23,0.7643
CAMP07728,2025-10-12,2025-10-26,Influencer,52734,1463,239,42,2088.77,3713.48,0.7778
CAMP07729,2025-05-17,2025-05-25,Search,57562,3256,680,146,4135.1,11851.67,1.8661
CAMP07730,2025-05-27,2025-06-10,Search,67738,3981,962,219,5152.2,16194.28,2.1432
CAMP07731,2025-12-20,2025-12-28,Social,53854,1828,357,67,1340.47,4384.99,2.2712
CAMP07732,2025-02-16,2025-03-05,Search,13829,616,107,30,886.28,2365.56,1.6691
CAMP07733,2025-08-09,2025-08-22,Search,50797,2788,620,152,3789.99,15167.01,3.0019
CAMP07734,2025-09-14,2025-09-20,Search,60227,3835,901,211,4913.36,18968.66,2.8606
CAMP07735,2025-01-02,2025-01-08,Social,51216,1188,210,34,891.39,3145.33,2.5286
CAMP07736,2025-05-12,2025-05-20,Search,53275,3239,744,186,4312.95,17976.98,3.1681
CAMP07737,2025-03-04,2025-03-24,Social,67926,1464,178,32,1029.26,2538.22,1.4661
CAMP07738,2025-08-22,2025-09-01,Email,45741,4504,1330,335,3576.01,29560.38,7.2663
CAMP07739,2025-04-22,2025-05-13,Email,41536,3113,831,156,2584.89,12459.6,3.8202
CAMP07740,2025-07-15,2025-07-26,Search,95499,5284,1175,308,6996.45,32946.26,3.709
CAMP07741,2025-09-06,2025-09-12,Email,29370,2427,627,112,1956.01,7402.08,2.7843
CAMP07742,2025-12-11,2025-12-28,Social,33432,777,95,19,662.78,1586.62,1.3939
CAMP07743,2025-02-26,2025-03-25,Influencer,10014,196,26,2,181.25,169.49,-0.0649
CAMP07744,2025-10-04,2025-10-10,Search,84234,4524,1031,231,7890.47,17170.16,1.1761
CAMP07745,2025-03-04,2025-03-30,Social,23019,589,96,16,471.25,1099.6,1.3334
CAMP07746,2025-10-14,2025-10-25,Social,46343,1443,249,53,1030.24,3392.79,2.2932
CAMP07747,2025-06-22,2025-07-04,Influencer,86140,3189,558,120,3049.41,9409.44,2.0857
CAMP07748,2025-05-28,2025-06-24,Social,34855,731,118,25,515.48,1689.21,2.277
CAMP07749,2025-02-11,2025-03-03,Social,80436,1618,233,40,1563.16,3298.11,1.1099
CAMP07750,2025-08-16,2025-08-25,Email,82296,5333,1274,245,4831.0,17817.39,2.6881
CAMP07751,2025-07-29,2025-08-18,Email,53781,3311,815,147,3002.36,8343.94,1.7791
CAMP07752,2025-01-30,2025-02-21,Display,25988,256,17,2,141.82,182.28,0.2853
CAMP07753,2025-08-26,2025-09-03,Search,76933,4048,863,184,5164.94,17711.05,2.4291
CAMP07754,2025-07-30,2025-08-24,Influencer,30221,1275,245,63,1408.75,6074.23,3.3118
CAMP07755,2025-01-28,2025-02-11,Social,43754,1420,270,50,1408.62,3603.44,1.5581
CAMP07756,2025-10-21,2025-11-08,Email,67548,4966,1283,271,3873.4,24363.96,5.2901
CAMP07757,2025-03-30,2025-04-05,Influencer,15963,620,111,30,658.12,2440.21,2.7078
CAMP07758,2025-05-15,2025-06-04,Display,26505,445,47,4,317.84,333.91,0.0506
CAMP07759,2025-12-23,2026-01-06,Search,58374,2970,605,135,4203.58,12211.89,1.9051
CAMP07760,2025-03-06,2025-03-22,Email,20889,1789,509,122,1444.96,7460.45,4.1631
CAMP07761,2025-04-13,2025-05-07,Search,34788,1945,447,117,2605.82,9933.26,2.812
CAMP07762,2025-12-06,2025-12-30,Influencer,35067,1312,244,60,1501.39,5404.27,2.5995
CAMP07763,2025-11-22,2025-11-28,Email,81873,5469,1308,260,4081.15,14225.63,2.4857
CAMP07764,2025-05-23,2025-06-17,Display,51360,551,41,5,371.41,276.87,-0.2545
CAMP07765,2025-09-01,2025-09-19,Social,144340,3627,550,102,2608.27,6713.73,1.574
CAMP07766,2025-01-10,2025-01-19,Social,62120,1163,164,24,861.89,1586.18,0.8404
CAMP07767,2025-08-23,2025-08-31,Display,53036,678,83,11,488.21,562.85,0.1529
CAMP07768,2025-05-17,2025-05-27,Search,64655,3757,890,195,4690.87,15281.24,2.2577
CAMP07769,2025-05-12,2025-05-30,Display,66012,833,103,18,599.71,1100.15,0.8345
CAMP07770,2025-07-31,2025-08-26,Email,86564,4523,991,175,3623.02,10679.24,1.9476
CAMP07771,2025-07-13,2025-07-29,Email,96838,8831,2425,560,7046.8,49499.31,6.0244
CAMP07772,2025-06-22,2025-07-07,Display,55280,731,74,5,535.66,362.73,-0.3228
CAMP07773,2025-02-14,2025-02-24,Email,60433,4045,1006,188,3205.61,12752.84,2.9783
CAMP07774,2025-08-16,2025-08-28,Display,52331,613,49,2,515.95,155.35,-0.6989
CAMP07775,2025-01-10,2025-01-25,Influencer,71498,3050,627,138,3698.3,11823.91,2.1971
CAMP07776,2025-05-02,2025-05-13,Social,27925,691,119,23,615.52,1693.97,1.7521
CAMP07777,2025-10-24,2025-11-20,Search,53019,4531,1290,366,6355.18,27659.56,3.3523
CAMP07778,2025-03-08,2025-03-15,Search,41276,2203,488,124,3608.49,11619.49,2.22
CAMP07779,2025-03-21,2025-04-16,Display,64703,645,54,7,521.24,363.66,-0.3023
CAMP07780,2025-05-07,2025-05-17,Social,83537,2152,335,49,1495.93,3820.64,1.554
CAMP07781,2025-10-07,2025-10-25,Search,17621,944,203,44,1453.47,2641.48,0.8174
CAMP07782,2025-06-07,2025-06-22,Email,75054,4438,987,181,3358.11,9711.61,1.892
CAMP07783,2025-10-15,2025-10-28,Email,110278,5003,1020,166,2822.07,10519.7,2.7277
CAMP07784,2025-11-22,2025-12-19,Email,57731,4002,945,193,3060.67,12264.45,3.0071
CAMP07785,2025-10-20,2025-11-02,Email,32462,2169,516,110,1956.34,6428.9,2.2862
CAMP07786,2025-02-28,2025-03-07,Influencer,24728,1076,218,55,1180.11,4025.68,2.4113
CAMP07787,2025-02-12,2025-02-24,Search,28838,1581,366,84,1824.38,8049.9,3.4124
CAMP07788,2025-10-23,2025-11-04,Email,39722,3100,814,186,2973.6,13676.88,3.5994
CAMP07789,2025-02-26,2025-03-18,Search,93445,5054,1083,243,7290.6,24256.13,2.327
CAMP07790,2025-11-05,2025-11-25,Social,14894,510,104,35,387.22,2776.6,6.1706
CAMP07791,2025-09-21,2025-10-08,Influencer,19522,582,101,29,503.66,2101.18,3.1718
CAMP07792,2025-08-23,2025-09-05,Email,44155,3345,860,161,3506.67,8647.84,1.4661
CAMP07793,2025-08-28,2025-09-04,Search,125309,7151,1585,368,9669.47,26312.66,1.7212
CAMP07794,2025-11-09,2025-11-23,Social,101342,2441,397,71,2407.66,5806.5,1.4117
CAMP07795,2025-12-22,2026-01-04,Search,59073,3342,767,185,4752.06,19862.35,3.1797
CAMP07796,2025-06-14,2025-06-22,Search,66313,4094,911,229,6047.91,17764.7,1.9373
CAMP07797,2025-11-17,2025-11-26,Search,54413,2484,489,109,3879.84,9654.93,1.4885
CAMP07798,2025-06-22,2025-07-15,Search,55341,2859,634,165,3842.68,11828.05,2.0781
CAMP07799,2025-04-20,2025-05-07,Search,20545,1379,340,82,1632.77,6920.94,3.2388
CAMP07800,2025-11-27,2025-12-15,Influencer,67187,3055,637,176,3443.28,20432.64,4.9341
CAMP07801,2025-10-24,2025-11-13,Email,65704,3556,751,128,2838.0,11302.93,2.9827
CAMP07802,2025-01-27,2025-02-20,Display,72054,965,115,13,625.04,813.83,0.302
CAMP07803,2025-03-17,2025-04-06,Email,25396,1632,380,84,1349.53,5335.86,2.9539
CAMP07804,2025-03-13,2025-04-06,Email,56413,4154,1044,208,3707.66,18733.26,4.0526
CAMP07805,2025-05-06,2025-05-26,Social,54543,1175,191,33,948.5,2237.06,1.3585
CAMP07806,2025-10-09,2025-10-16,Social,79795,2897,539,121,2336.43,7279.63,2.1157
CAMP07807,2025-05-31,2025-06-11,Search,64285,2816,581,140,3239.91,10422.96,2.2171
CAMP07808,2025-06-14,2025-07-05,Social,42725,1036,171,32,823.25,2071.31,1.516
CAMP07809,2025-01-10,2025-01-30,Search,66707,3296,652,153,5661.81,14409.31,1.545
CAMP07810,2025-10-14,2025-11-07,Email,66013,5053,1313,265,4165.07,20932.9,4.0258
CAMP07811,2025-06-27,2025-07-09,Display,39498,497,59,12,262.34,751.61,1.865
CAMP07812,2025-07-03,2025-07-10,Email,64845,4601,1133,234,3820.32,14045.87,2.6766
CAMP07813,2025-11-04,2025-11-28,Influencer,30855,1238,268,59,1620.87,5583.97,2.445
CAMP07814,2025-03-10,2025-03-20,Search,118897,5416,1069,214,6908.92,19919.33,1.8831
CAMP07815,2025-02-15,2025-03-11,Display,46622,761,84,15,413.11,848.45,1.0538
CAMP07816,2025-12-14,2026-01-03,Email,42361,3753,1076,248,3080.18,17680.7,4.7402
CAMP07817,2025-02-01,2025-02-14,Influencer,136567,5052,994,222,4224.15,17357.3,3.1091
CAMP07818,2025-03-05,2025-03-24,Influencer,40748,1498,281,58,1813.0,5628.43,2.1045
CAMP07819,2025-08-11,2025-08-18,Search,88453,4759,1013,238,7001.12,18554.74,1.6503
CAMP07820,2025-02-20,2025-03-12,Search,58499,2701,550,129,3768.13,11968.98,2.1764
CAMP07821,2025-10-14,2025-10-24,Social,59686,1681,286,48,1333.89,3609.97,1.7063
CAMP07822,2025-11-25,2025-12-09,Search,139605,8350,1896,486,13079.29,41122.96,2.1441
CAMP07823,2025-12-17,2025-12-29,Email,76253,5768,1501,300,4800.97,18536.11,2.8609
CAMP07824,2025-06-14,2025-07-09,Social,13891,310,46,8,230.47,519.36,1.2535
CAMP07825,2025-07-28,2025-08-14,Social,56278,1407,224,40,1356.95,2886.54,1.1272
CAMP07826,2025-09-07,2025-10-01,Email,61833,3763,853,168,3168.96,12377.54,2.9059
CAMP07827,2025-03-02,2025-03-13,Email,42396,2673,626,121,2743.14,9268.48,2.3788
CAMP07828,2025-02-22,2025-03-14,Email,11797,797,175,22,758.63,1554.55,1.0492
CAMP07829,2025-09-27,2025-10-08,Display,100080,1449,141,19,1023.91,1159.41,0.1323
CAMP07830,2025-01-18,2025-01-27,Influencer,27431,818,142,22,748.96,1951.88,1.6061
CAMP07831,2025-12-13,2025-12-20,Email,40854,2669,629,113,2358.24,7595.27,2.2207
CAMP07832,2025-04-19,2025-05-03,Social,79690,2393,412,76,1966.48,4263.14,1.1679
CAMP07833,2025-11-15,2025-12-07,Social,23459,381,43,5,285.78,395.9,0.3853
CAMP07834,2025-02-03,2025-02-14,Email,70942,5684,1521,323,4265.22,24216.56,4.6777
CAMP07835,2025-01-12,2025-01-22,Social,51569,1440,234,45,951.74,2612.82,1.7453
CAMP07836,2025-05-07,2025-05-18,Search,158462,8209,1761,407,11784.05,37723.12,2.2012
CAMP07837,2025-11-09,2025-11-24,Email,35342,2923,777,164,2308.27,10378.19,3.4961
CAMP07838,2025-03-28,2025-04-21,Social,101647,2824,462,82,2377.23,5630.11,1.3683
CAMP07839,2025-02-01,2025-02-19,Search,43521,1981,424,105,2514.31,9045.7,2.5977
CAMP07840,2025-08-05,2025-08-25,Email,59575,5119,1402,321,4017.01,20677.91,4.1476
CAMP07841,2025-02-28,2025-03-06,Search,74769,3412,669,147,5096.26,13594.83,1.6676
CAMP07842,2025-12-06,2025-12-26,Social,63750,1736,273,44,1200.7,3007.08,1.5044
CAMP07843,2025-07-24,2025-08-14,Social,46976,898,140,26,680.85,2000.44,1.9382
CAMP07844,2025-10-01,2025-10-18,Social,58879,1433,225,33,1077.52,2219.67,1.06
CAMP07845,2025-07-22,2025-08-09,Influencer,41389,1466,276,53,1309.68,3740.33,1.8559
CAMP07846,2025-06-28,2025-07-04,Email,60631,4892,1342,303,3455.19,20002.5,4.7891
CAMP07847,2025-10-26,2025-11-08,Display,90887,1243,130,21,788.85,987.79,0.2522
CAMP07848,2025-10-04,2025-10-31,Search,57542,3189,711,176,3414.86,18332.31,4.3684
CAMP07849,2025-08-30,2025-09-11,Display,67031,790,84,11,564.85,877.46,0.5534
CAMP07850,2025-01-16,2025-01-27,Display,72613,896,83,11,630.41,568.82,-0.0977
CAMP07851,2025-11-28,2025-12-06,Search,50378,3073,719,178,4047.09,13144.39,2.2479
CAMP07852,2025-07-30,2025-08-26,Influencer,46489,2056,399,102,2805.51,9107.02,2.2461
CAMP07853,2025-04-12,2025-05-03,Influencer,29863,925,153,38,1065.6,3700.78,2.473
CAMP07854,2025-03-26,2025-04-19,Display,89908,974,85,14,591.34,920.23,0.5562
CAMP07855,2025-05-08,2025-05-26,Email,45814,3375,839,194,3332.31,12269.23,2.6819
CAMP07856,2025-06-06,2025-06-25,Search,26285,1260,257,63,2041.75,6832.72,2.3465
CAMP07857,2025-10-03,2025-10-10,Email,36931,1961,427,78,1613.35,5056.85,2.1344
CAMP07858,2025-01-09,2025-01-17,Social,32735,710,133,22,612.43,1433.88,1.3413
CAMP07859,2025-09-26,2025-10-06,Search,131465,7056,1607,382,11099.19,26433.26,1.3815
CAMP07860,2025-12-13,2025-12-23,Search,59837,4207,1029,287,4877.57,33427.08,5.8532
CAMP07861,2025-02-02,2025-02-09,Search,20133,1173,258,63,1781.48,5368.38,2.0134
CAMP07862,2025-07-12,2025-07-28,Email,22695,1853,475,106,1450.55,5590.67,2.8542
CAMP07863,2025-07-27,2025-08-07,Search,86069,5052,1131,278,7748.81,20970.37,1.7063
CAMP07864,2025-11-09,2025-11-27,Search,59412,2868,594,149,4019.33,10611.84,1.6402
CAMP07865,2025-12-08,2025-12-25,Search,81320,5303,1268,324,6956.39,26658.23,2.8322
CAMP07866,2025-02-03,2025-02-22,Email,59632,3775,890,171,3178.72,13931.88,3.3829
CAMP07867,2025-09-12,2025-09-29,Search,106742,7370,1748,500,11264.71,42205.08,2.7467
CAMP07868,2025-06-07,2025-06-19,Influencer,111370,3765,660,130,4212.92,11663.26,1.7685
CAMP07869,2025-11-28,2025-12-09,Influencer,123894,4294,770,159,4438.72,11152.75,1.5126
CAMP07870,2025-09-08,2025-09-21,Social,3654,108,17,4,92.79,309.4,2.3344
CAMP07871,2025-09-26,2025-10-11,Search,45557,2304,470,119,3321.64,10954.73,2.298
CAMP07872,2025-06-24,2025-07-05,Social,45887,1237,189,35,1022.05,2076.85,1.032
CAMP07873,2025-06-15,2025-07-11,Display,92920,1173,116,12,875.24,736.29,-0.1588
CAMP07874,2025-08-16,2025-08-28,Social,92891,2027,292,58,1632.11,4122.5,1.5259
CAMP07875,2025-12-17,2025-12-23,Display,48011,422,27,6,252.44,392.87,0.5563
CAMP07876,2025-05-30,2025-06-15,Email,53358,3621,909,175,2889.72,10406.82,2.6013
CAMP07877,2025-10-24,2025-11-13,Social,87960,2168,348,58,1564.59,4220.38,1.6974
CAMP07878,2025-02-23,2025-03-12,Email,79759,5023,1197,210,3905.76,15317.96,2.9219
CAMP07879,2025-12-11,2025-12-18,Email,57715,3952,974,201,3289.36,10388.29,2.1581
CAMP07880,2025-05-31,2025-06-10,Social,143564,2998,451,75,2153.37,5418.09,1.5161
CAMP07881,2025-11-30,2025-12-21,Search,63152,3289,755,169,3819.78,18120.16,3.7438
CAMP07882,2025-04-11,2025-04-28,Display,59196,772,86,10,462.67,688.01,0.487
CAMP07883,2025-12-15,2025-12-28,Social,62815,1596,233,43,1152.29,2620.81,1.2744
CAMP07884,2025-01-24,2025-01-30,Social,37509,657,93,13,542.54,895.14,0.6499
CAMP07885,2025-05-29,2025-06-15,Email,3476,229,57,13,164.86,777.33,3.7151
CAMP07886,2025-04-22,2025-05-06,Search,24386,1241,298,73,1326.7,6344.3,3.782
CAMP07887,2025-07-03,2025-07-22,Influencer,80844,2942,506,94,3677.42,8429.93,1.2923
CAMP07888,2025-05-24,2025-06-15,Email,76063,4390,983,182,3606.99,8071.78,1.2378
CAMP07889,2025-02-02,2025-02-18,Search,33119,1652,343,96,2611.59,8424.65,2.2259
CAMP07890,2025-04-04,2025-04-23,Social,27579,744,136,36,601.79,2787.12,3.6314
CAMP07891,2025-11-30,2025-12-06,Email,48743,3795,959,205,2384.91,14023.46,4.8801
CAMP07892,2025-10-11,2025-10-30,Search,28047,1179,209,46,1721.85,3667.85,1.1302
CAMP07893,2025-03-24,2025-04-06,Email,31817,1935,453,97,1474.66,6355.62,3.3099
CAMP07894,2025-08-24,2025-09-01,Display,26162,331,36,6,255.8,313.72,0.2264
CAMP07895,2025-07-09,2025-08-03,Social,66782,2000,351,76,1289.03,5306.85,3.1169
CAMP07896,2025-03-28,2025-04-04,Influencer,25745,1397,301,93,1546.15,5984.82,2.8708
CAMP07897,2025-11-08,2025-11-23,Social,87326,2049,315,49,1671.11,3142.92,0.8807
CAMP07898,2025-02-16,2025-03-06,Social,49234,1516,280,52,1153.27,3844.17,2.3333
CAMP07899,2025-07-20,2025-07-30,Email,74719,4779,1158,220,3729.85,15388.99,3.1259
CAMP07900,2025-01-30,2025-02-23,Display,58813,920,102,18,509.91,1312.65,1.5743
CAMP07901,2025-02-16,2025-03-12,Email,67857,5095,1333,254,4015.72,14014.59,2.4899
CAMP07902,2025-07-09,2025-08-01,Influencer,53339,2245,432,105,1856.93,6653.33,2.583
CAMP07903,2025-08-21,2025-08-30,Display,56403,658,74,6,398.97,360.79,-0.0957
CAMP07904,2025-07-16,2025-08-02,Email,43517,2376,519,82,1973.08,3985.54,1.02
CAMP07905,2025-02-03,2025-02-16,Search,149688,10050,2352,597,13127.92,28239.9,1.1511
CAMP07906,2025-08-26,2025-09-16,Email,38696,2302,513,92,1969.64,6016.15,2.0544
CAMP07907,2025-04-17,2025-05-08,Social,78066,1826,303,53,1471.53,3890.1,1.6436
CAMP07908,2025-11-10,2025-11-16,Social,51417,892,133,19,716.61,1403.26,0.9582
CAMP07909,2025-08-01,2025-08-27,Search,36280,1860,370,83,2487.94,7085.15,1.8478
CAMP07910,2025-07-12,2025-07-22,Display,25053,367,54,7,268.18,496.73,0.8522
CAMP07911,2025-08-27,2025-09-21,Email,67934,4052,1004,188,2623.71,9249.73,2.5254
CAMP07912,2025-06-20,2025-07-04,Social,51724,1177,212,34,760.12,2470.15,2.2497
CAMP07913,2025-06-01,2025-06-11,Search,29502,1317,271,66,1722.9,4862.52,1.8223
CAMP07914,2025-05-15,2025-06-08,Search,29002,1485,336,74,1475.06,5481.71,2.7163
CAMP07915,2025-11-25,2025-12-05,Email,48794,3555,868,170,3306.76,9492.49,1.8706
CAMP07916,2025-01-16,2025-01-23,Search,156415,7676,1540,358,8187.3,27935.76,2.4121
CAMP07917,2025-09-13,2025-10-02,Influencer,47194,1524,262,60,1820.44,5984.18,2.2872
CAMP07918,2025-04-25,2025-05-14,Social,60353,1248,187,30,1255.84,1599.73,0.2738
CAMP07919,2025-02-17,2025-02-26,Influencer,30656,1223,235,57,1154.94,7404.06,5.4108
CAMP07920,2025-02-16,2025-02-25,Social,58255,1410,228,52,1051.13,4320.57,3.1104
CAMP07921,2025-05-22,2025-06-11,Email,40018,2558,603,112,2190.82,7124.94,2.2522
CAMP07922,2025-10-23,2025-10-29,Email,108636,7503,1917,386,5586.79,26637.63,3.768
CAMP07923,2025-12-01,2025-12-14,Social,53847,1490,250,43,1268.24,3492.83,1.7541
CAMP07924,2025-08-06,2025-08-27,Influencer,7803,252,45,7,273.91,598.09,1.1835
CAMP07925,2025-05-04,2025-05-20,Social,98983,3032,523,104,2578.27,6309.47,1.4472
CAMP07926,2025-12-10,2026-01-02,Display,63484,592,66,5,499.82,295.33,-0.4091
CAMP07927,2025-02-10,2025-02-16,Email,69838,3994,903,184,3173.9,10796.19,2.4016
CAMP07928,2025-08-12,2025-08-27,Social,42288,1075,200,29,888.45,2481.83,1.7934
CAMP07929,2025-06-01,2025-06-18,Search,99805,5771,1391,317,7810.62,24672.69,2.1589
CAMP07930,2025-07-29,2025-08-22,Email,112250,4998,1040,169,3308.47,14073.84,3.2539
CAMP07931,2025-06-03,2025-06-28,Search,29992,1295,279,60,1869.24,3978.05,1.1282
CAMP07932,2025-11-14,2025-11-23,Email,73156,6676,1994,426,4422.18,30430.55,5.8813
CAMP07933,2025-06-10,2025-07-03,Email,23712,1596,395,76,1173.96,4168.54,2.5508
CAMP07934,2025-07-30,2025-08-07,Email,114709,8742,2222,453,6355.4,35209.93,4.5402
CAMP07935,2025-10-06,2025-10-19,Search,73834,4964,1233,327,6855.92,22195.42,2.2374
CAMP07936,2025-09-17,2025-10-01,Social,40054,787,116,25,655.47,1949.57,1.9743
CAMP07937,2025-10-25,2025-11-21,Social,23307,584,99,18,549.04,956.74,0.7426
CAMP07938,2025-09-27,2025-10-17,Display,30111,336,30,6,189.6,373.2,0.9684
CAMP07939,2025-02-15,2025-03-09,Social,19583,524,62,7,497.89,607.52,0.2202
CAMP07940,2025-09-02,2025-09-19,Display,34439,340,26,2,261.58,112.39,-0.5703
CAMP07941,2025-11-10,2025-11-21,Display,107159,1795,195,21,1107.38,1365.17,0.2328
CAMP07942,2025-09-28,2025-10-11,Search,76975,5349,1323,340,6823.83,28679.62,3.2029
CAMP07943,2025-02-22,2025-03-02,Social,52594,1209,192,34,1023.94,1984.25,0.9379
CAMP07944,2025-03-27,2025-04-14,Social,51012,1086,179,37,845.74,2166.28,1.5614
CAMP07945,2025-04-04,2025-04-11,Social,109200,2849,473,88,2721.62,4895.14,0.7986
CAMP07946,2025-07-21,2025-08-03,Email,81408,5145,1253,228,4023.12,15442.31,2.8384
CAMP07947,2025-07-20,2025-07-27,Search,25880,1367,305,75,2413.08,6947.89,1.8793
CAMP07948,2025-09-27,2025-10-10,Email,116929,8131,2005,400,5007.21,22421.68,3.4779
CAMP07949,2025-11-21,2025-12-07,Email,110976,8325,2179,501,5557.11,39256.35,6.0642
CAMP07950,2025-12-20,2026-01-09,Search,24672,1415,319,49,2091.07,4709.69,1.2523
CAMP07951,2025-05-13,2025-05-30,Search,37364,1839,350,96,2840.44,7045.02,1.4803
CAMP07952,2025-08-18,2025-09-02,Search,63588,4264,997,273,6405.32,19214.85,1.9998
CAMP07953,2025-03-05,2025-03-31,Influencer,13635,448,71,14,449.04,1644.58,2.6624
CAMP07954,2025-09-14,2025-10-11,Search,60585,2698,572,120,3747.26,9327.11,1.489
CAMP07955,2025-09-30,2025-10-13,Email,51163,4187,1114,252,3419.96,19866.63,4.809
CAMP07956,2025-11-22,2025-12-17,Email,52414,4703,1277,264,3925.35,17534.36,3.467
CAMP07957,2025-01-23,2025-02-08,Social,104291,3007,514,106,2921.88,6244.2,1.137
CAMP07958,2025-11-24,2025-12-21,Social,81872,2299,383,67,1553.05,4178.1,1.6903
CAMP07959,2025-06-22,2025-07-01,Email,95949,4390,873,135,3472.92,6908.96,0.9894
CAMP07960,2025-11-26,2025-12-02,Search,146740,8628,1918,460,10518.63,38141.23,2.6261
CAMP07961,2025-08-23,2025-09-16,Search,139255,10172,2512,676,13505.0,47721.68,2.5336
CAMP07962,2025-06-09,2025-06-24,Social,54019,1107,165,29,964.38,2326.17,1.4121
CAMP07963,2025-10-25,2025-11-11,Search,13155,858,201,50,1079.26,3608.1,2.3431
CAMP07964,2025-08-29,2025-09-10,Social,84430,2421,407,83,2220.25,5571.63,1.5095
CAMP07965,2025-09-04,2025-09-28,Search,24358,1474,356,78,2169.77,5905.15,1.7216
CAMP07966,2025-05-06,2025-05-25,Email,90199,7911,2249,509,6056.52,23690.62,2.9116
CAMP07967,2025-08-29,2025-09-25,Search,90932,6326,1628,429,8112.56,35586.15,3.3865
CAMP07968,2025-02-19,2025-02-28,Influencer,57316,2035,390,84,2115.95,6277.56,1.9668
CAMP07969,2025-05-20,2025-06-10,Display,92382,1073,98,15,636.27,890.22,0.3991
CAMP07970,2025-10-18,2025-11-09,Search,24118,1859,486,142,2366.59,13228.14,4.5895
CAMP07971,2025-01-25,2025-02-16,Social,168238,4120,635,123,3531.58,9403.63,1.6627
CAMP07972,2025-09-12,2025-09-25,Search,57545,2785,532,125,3901.4,16270.81,3.1705
CAMP07973,2025-04-12,2025-04-27,Email,57066,3923,1030,213,2889.89,12642.72,3.3748
CAMP07974,2025-07-26,2025-08-05,Search,62695,4280,1019,269,7378.08,20870.42,1.8287
CAMP07975,2025-03-31,2025-04-16,Email,54138,3964,998,207,2515.89,13974.56,4.5545
CAMP07976,2025-01-22,2025-01-31,Search,75847,4147,923,204,5609.83,14787.3,1.636
CAMP07977,2025-04-27,2025-05-24,Search,147914,8529,1811,437,12330.75,39355.07,2.1916
CAMP07978,2025-06-29,2025-07-18,Social,45952,1258,200,37,913.21,2752.34,2.0139
CAMP07979,2025-09-04,2025-09-20,Email,110324,6658,1614,290,4868.38,23314.15,3.7889
CAMP07980,2025-05-28,2025-06-21,Social,77648,2512,460,93,2052.1,5190.08,1.5292
CAMP07981,2025-11-09,2025-12-04,Influencer,33195,929,143,27,1029.87,2253.3,1.1879
CAMP07982,2025-10-11,2025-11-06,Search,102468,5090,1072,261,6459.49,23587.01,2.6515
CAMP07983,2025-12-26,2026-01-03,Search,49062,2981,728,174,4337.86,15054.91,2.4706
CAMP07984,2025-12-18,2025-12-28,Email,33752,2913,766,172,2159.98,9583.69,3.4369
CAMP07985,2025-05-28,2025-06-24,Email,26205,1887,506,106,1564.73,8202.21,4.2419
CAMP07986,2025-10-14,2025-10-21,Email,91305,10461,3354,868,7418.06,44900.27,5.0528
CAMP07987,2025-02-25,2025-03-15,Search,13761,623,123,32,766.94,2209.28,1.8806
CAMP07988,2025-08-22,2025-09-16,Display,17880,313,29,8,222.29,396.97,0.7858
CAMP07989,2025-04-05,2025-04-20,Search,30981,2006,457,119,2595.24,9119.82,2.5141
CAMP07990,2025-05-28,2025-06-21,Email,38948,2283,526,91,2095.8,5218.14,1.4898
CAMP07991,2025-02-16,2025-02-28,Search,130766,5067,956,188,9584.28,16381.65,0.7092
CAMP07992,2025-07-06,2025-07-12,Social,35766,872,121,29,875.99,2038.73,1.3273
CAMP07993,2025-05-17,2025-06-03,Display,96566,919,79,7,541.18,410.74,-0.241
CAMP07994,2025-02-05,2025-02-22,Social,27408,485,65,13,342.44,1101.86,2.2177
CAMP07995,2025-02-03,2025-03-02,Search,41705,2406,538,137,3225.83,14609.01,3.5288
CAMP07996,2025-01-02,2025-01-19,Search,58660,3176,684,164,4040.38,13661.9,2.3813
CAMP07997,2025-06-28,2025-07-24,Search,81261,5238,1187,300,7046.75,21326.34,2.0264
CAMP07998,2025-10-28,2025-11-18,Search,31249,1274,233,43,1602.95,3796.96,1.3687
CAMP07999,2025-09-06,2025-10-01,Search,30278,1783,397,93,2746.57,6905.96,1.5144
CAMP08000,2025-03-03,2025-03-13,Display,66844,1204,144,19,732.5,1132.72,0.5464
CAMP08001,2025-03-14,2025-03-29,Email,52604,3570,851,190,2815.16,15997.76,4.6827
CAMP08002,2025-05-28,2025-06-22,Search,40798,1625,281,53,2250.84,4543.53,1.0186
CAMP08003,2025-03-24,2025-04-02,Search,90665,4962,1106,272,8243.97,24093.83,1.9226
CAMP08004,2025-09-20,2025-10-11,Social,164910,4672,787,160,3425.47,11942.44,2.4864
CAMP08005,2025-05-22,2025-05-31,Influencer,65078,2898,579,138,3446.57,10660.98,2.0932
CAMP08006,2025-06-18,2025-06-27,Display,71176,756,79,10,413.97,668.54,0.6149
CAMP08007,2025-04-18,2025-05-03,Search,189205,12133,2803,678,21837.73,57767.69,1.6453
