learner_id,age,prior_score,prior_courses,weekly_hours,videos_watched,assignments_done,quiz_avg,forum_posts,logins_per_week,support_tickets,days_since_signup,signup_hour,plan,device,region,email_verified,completed
L10836,20,44.7,5,2.11,18,3,45.8,4,3.6,2,58,9,free,mobile,South,no,no
L10837,51,40.4,4,5.05,20,1,28.5,5,3.9,1,56,3,free,desktop,South,yes,no
L10838,44,34.1,0,7.0,16,1,34.9,3,2.9,0,31,9,premium,mobile,North,yes,no
L10839,44,71.7,4,5.15,12,0,42.3,1,5.7,0,78,0,free,mobile,West,yes,no
L10840,32,84.6,5,14.42,17,2,66.6,2,3.5,3,92,23,free,desktop,West,yes,yes
L10841,35,48.9,4,2.89,15,5,58.8,2,3.0,1,97,18,free,tablet,East,yes,no
L10842,20,48.4,1,1.17,11,10,85.2,3,4.0,0,33,23,basic,desktop,West,yes,no
L10843,39,46.8,1,3.27,19,5,42.3,2,4.4,1,42,7,basic,mobile,North,yes,yes
L10844,41,52.3,1,6.35,20,9,47.2,1,3.2,1,9,2,premium,desktop,West,no,yes
L10845,47,38.2,5,9.44,22,4,78.1,0,2.4,1,54,4,free,desktop,North,yes,no
L10846,41,86.4,2,7.91,12,8,74.7,2,1.3,4,93,2,basic,tablet,East,yes,no
L10847,26,69.7,2,4.12,15,0,69.0,3,3.3,2,102,14,basic,mobile,West,no,no
L10848,34,94.7,4,3.56,17,5,37.5,2,5.1,2,32,12,premium,tablet,North,yes,yes
L10849,25,77.8,5,2.24,18,0,51.4,3,4.4,0,63,15,free,desktop,East,yes,yes
L10850,35,43.5,1,0.62,19,4,35.1,0,6.0,1,92,18,basic,desktop,East,yes,no
L10851,39,50.6,0,2.88,18,7,76.1,3,6.2,3,46,19,premium,desktop,North,yes,no
L10852,46,61.7,3,1.35,14,1,72.4,4,4.0,0,59,5,free,desktop,North,yes,no
L10853,28,39.2,4,0.7,30,3,91.7,5,4.5,0,83,4,premium,desktop,North,yes,no
L10854,41,71.1,3,1.13,20,7,98.0,1,4.7,1,91,22,free,tablet,East,no,no
L10855,39,65.7,5,4.25,21,3,38.2,2,2.7,0,33,3,basic,tablet,West,yes,yes
L10856,17,60.9,4,3.84,13,9,57.4,4,0.3,0,20,1,basic,mobile,West,yes,yes
L10857,42,63.2,2,0.16,18,4,69.7,3,3.7,1,53,9,premium,desktop,North,yes,no
L10858,41,66.8,3,5.61,16,10,58.7,2,2.7,0,39,19,free,mobile,East,yes,yes
L10859,57,76.4,5,6.83,19,4,36.9,4,2.7,1,56,11,free,mobile,North,yes,yes
L10860,36,55.4,2,7.82,18,9,67.6,4,6.2,2,117,15,free,mobile,East,yes,yes
L10861,44,81.3,5,1.04,18,7,25.9,5,2.1,2,67,1,basic,mobile,West,yes,yes
L10862,33,61.6,0,2.42,21,7,58.1,3,6.0,1,52,18,basic,desktop,South,yes,yes
L10863,44,58.5,4,3.26,20,9,37.7,4,1.8,0,109,19,premium,mobile,West,yes,yes
L10864,41,63.7,5,12.82,16,8,67.3,4,4.3,0,35,23,free,mobile,South,yes,yes
L10865,30,42.4,3,1.09,20,2,89.2,2,5.6,1,31,2,basic,desktop,North,no,no
L10866,45,38.7,1,5.7,15,6,73.1,2,1.5,0,21,10,free,mobile,East,yes,no
L10867,30,56.9,0,3.64,12,6,63.0,2,3.6,1,104,4,basic,mobile,East,yes,no
L10868,44,53.5,1,3.03,12,2,37.5,5,5.9,2,63,18,premium,desktop,West,no,no
L10869,19,77.3,5,2.19,18,0,27.8,4,4.2,1,17,23,premium,desktop,South,yes,yes
L10870,39,64.6,0,4.67,18,8,40.2,1,0.0,1,30,5,basic,desktop,West,yes,no
L10871,31,64.7,1,4.81,20,8,45.2,3,5.8,1,57,17,free,desktop,South,yes,yes
L10872,36,65.0,0,1.66,16,10,65.3,4,4.6,0,98,0,free,desktop,South,no,yes
L10873,43,90.0,0,6.4,19,6,41.1,1,4.7,1,102,15,free,tablet,North,yes,yes
L10874,26,71.5,1,4.24,13,1,47.4,3,4.8,2,10,0,basic,desktop,East,no,yes
L10875,25,94.9,1,1.5,16,4,55.7,2,5.7,0,61,2,free,mobile,West,no,no
L10876,47,42.6,0,0.57,24,4,78.3,2,4.3,2,33,10,free,desktop,West,yes,no
L10877,47,78.5,5,0.99,22,1,90.4,5,3.6,0,42,6,free,tablet,East,yes,no
L10878,59,53.5,1,2.51,21,2,68.8,5,0.8,1,22,7,premium,desktop,North,no,no
L10879,47,69.4,1,2.38,16,6,68.3,2,6.2,1,53,7,premium,desktop,North,yes,no
L10880,48,66.4,0,7.52,20,9,46.3,1,2.3,1,82,15,free,mobile,West,yes,yes
L10881,54,38.7,3,1.58,11,7,70.6,8,1.6,0,118,15,premium,desktop,West,yes,no
L10882,21,53.7,2,7.84,20,3,43.3,3,3.6,1,1,12,free,mobile,North,yes,no
L10883,26,58.6,3,8.78,17,0,85.1,4,1.6,0,64,13,premium,mobile,East,no,no
L10884,34,59.9,4,4.89,14,7,51.9,2,3.0,1,31,12,free,tablet,South,yes,yes
L10885,34,89.8,2,2.45,11,9,63.8,3,7.5,0,47,23,basic,mobile,South,yes,yes
L10886,54,67.5,4,7.25,18,5,51.2,2,1.3,0,13,8,premium,mobile,East,yes,yes
L10887,17,59.7,4,2.22,17,6,72.3,1,2.1,0,58,13,free,mobile,North,yes,no
L10888,57,93.1,5,6.47,14,10,45.6,2,,0,113,5,free,desktop,East,yes,yes
L10889,56,60.8,1,2.14,20,0,73.4,8,4.8,1,110,15,premium,desktop,West,no,no
L10890,18,50.8,5,8.75,19,7,53.1,4,2.2,1,25,19,free,mobile,South,yes,yes
L10891,57,36.8,0,1.98,15,10,49.2,0,5.0,1,92,21,basic,desktop,South,yes,yes
L10892,19,69.8,1,4.85,23,6,30.1,2,1.7,2,75,13,free,mobile,South,yes,no
L10893,56,59.7,4,1.99,21,1,65.4,5,7.2,0,95,2,free,mobile,West,yes,no
L10894,17,79.0,3,10.14,17,7,48.7,3,5.3,1,3,19,basic,mobile,South,yes,yes
L10895,54,83.1,3,4.6,17,6,50.8,5,4.3,3,78,5,basic,mobile,South,yes,yes
L10896,41,77.3,2,5.24,20,8,57.2,1,1.9,1,32,16,basic,desktop,East,yes,yes
L10897,56,80.8,5,6.68,24,0,34.6,5,4.7,2,57,10,basic,desktop,South,yes,no
L10898,38,48.1,0,3.79,9,8,36.4,2,6.7,1,107,1,basic,mobile,West,yes,no
L10899,50,68.3,2,8.05,16,1,44.1,6,2.2,0,51,2,free,mobile,North,yes,no
L10900,57,67.5,0,3.28,19,10,59.4,2,3.2,0,23,14,premium,tablet,South,yes,yes
L10901,28,73.5,1,10.1,15,4,64.3,3,4.3,1,43,15,basic,desktop,North,yes,no
L10902,42,77.5,2,5.21,18,6,38.6,4,4.9,0,16,16,free,mobile,South,yes,yes
L10903,36,47.1,3,3.91,21,3,22.9,5,4.7,2,109,10,free,mobile,North,yes,no
L10904,33,68.1,0,0.23,15,3,59.1,5,2.2,2,50,6,basic,mobile,East,yes,yes
L10905,40,45.5,3,4.89,18,2,54.3,4,1.4,1,14,1,free,desktop,West,yes,no
L10906,19,63.7,0,2.44,12,6,30.2,4,3.2,0,49,0,free,tablet,West,yes,no
L10907,41,55.0,1,7.5,22,8,59.7,2,2.4,0,87,6,free,tablet,North,no,no
L10908,43,66.9,5,6.66,17,2,54.8,2,1.4,0,59,21,free,mobile,North,yes,no
L10909,43,67.2,3,0.59,7,7,56.7,2,1.8,1,104,1,basic,desktop,East,yes,no
L10910,17,45.4,0,9.84,12,4,85.9,2,6.8,0,62,23,free,desktop,South,yes,no
L10911,37,50.4,3,1.47,23,5,58.3,0,6.2,1,29,10,premium,mobile,North,yes,yes
L10912,20,65.4,3,1.12,24,7,27.1,2,6.4,1,72,2,basic,tablet,South,yes,yes
L10913,34,60.2,1,2.54,21,0,78.3,2,3.0,1,3,20,basic,desktop,East,yes,yes
L10914,51,69.9,2,1.39,24,4,49.4,3,5.9,2,23,10,premium,mobile,East,yes,yes
L10915,29,56.5,4,1.24,23,7,67.4,5,3.8,0,98,12,basic,desktop,West,yes,yes
L10916,59,54.0,3,2.54,16,2,40.1,5,4.7,1,47,9,premium,mobile,East,yes,no
L10917,24,51.5,1,13.5,20,10,34.8,3,3.7,0,34,5,basic,desktop,West,yes,yes
L10918,51,61.5,2,2.46,17,6,41.6,5,6.1,1,60,19,free,mobile,North,no,no
L10919,30,68.3,0,8.08,19,4,34.0,1,4.0,0,46,19,free,mobile,East,yes,no
L10920,23,51.4,5,15.76,21,2,54.6,1,2.6,0,86,23,free,desktop,East,yes,yes
L10921,51,70.7,1,3.85,21,9,60.1,2,2.5,1,30,15,basic,desktop,West,yes,yes
L10922,35,76.6,0,11.01,17,9,46.8,2,0.0,1,16,6,free,desktop,East,yes,yes
L10923,56,68.6,3,4.4,21,6,74.3,5,8.2,2,113,2,free,desktop,East,yes,yes
L10924,29,66.5,4,3.29,20,7,78.5,4,3.7,2,92,23,premium,mobile,East,yes,no
L10925,58,64.8,1,2.15,13,6,65.9,0,4.9,0,97,12,free,desktop,North,yes,yes
L10926,36,63.3,3,1.57,15,9,38.1,3,3.6,0,55,9,free,mobile,South,yes,yes
L10927,51,68.3,3,5.09,16,1,73.2,4,2.2,0,24,2,free,tablet,North,yes,yes
L10928,45,68.5,4,2.85,18,7,64.3,8,6.2,1,103,17,premium,mobile,West,yes,yes
L10929,55,53.0,1,2.6,17,0,33.2,4,7.9,0,95,0,premium,mobile,South,yes,no
L10930,39,42.3,0,6.19,26,7,50.7,4,3.1,1,54,1,free,tablet,East,yes,no
L10931,22,57.5,4,5.19,12,8,57.8,0,3.6,1,80,9,free,,South,yes,no
L10932,38,72.2,5,0.79,15,7,25.4,1,5.4,1,47,2,premium,desktop,East,yes,yes
L10933,50,59.1,1,1.43,32,9,30.2,6,1.8,2,39,11,free,mobile,East,yes,no
L10934,23,54.9,4,4.96,18,8,71.3,3,4.8,1,62,3,free,mobile,North,yes,no
L10935,37,62.1,2,0.01,18,9,98.3,6,2.6,0,14,9,free,mobile,North,yes,yes
L10936,37,66.8,5,2.92,10,1,87.1,6,6.0,0,21,4,basic,mobile,East,yes,no
L10937,59,81.9,2,4.6,19,8,16.7,3,3.8,0,79,0,basic,desktop,West,yes,yes
L10938,25,56.5,5,1.65,22,3,59.5,2,1.2,2,39,14,free,desktop,North,yes,no
L10939,44,41.8,4,4.98,15,4,54.5,1,3.7,2,67,23,free,desktop,North,yes,no
L10940,47,75.6,2,6.11,16,5,53.1,6,3.7,1,23,4,free,desktop,South,yes,no
L10941,26,53.0,0,17.02,23,8,83.7,1,5.2,0,85,18,free,desktop,North,no,yes
L10942,37,66.1,5,5.43,12,10,38.8,4,5.8,0,91,4,free,mobile,West,yes,yes
L10943,37,70.7,3,2.82,14,1,61.5,6,3.8,0,72,11,premium,mobile,West,no,yes
L10944,37,70.0,3,3.97,13,1,79.0,3,2.8,0,106,17,free,desktop,South,yes,no
L10945,38,58.6,1,4.88,19,9,45.8,3,3.0,0,69,18,free,mobile,East,yes,yes
L10946,50,38.0,2,7.02,31,2,96.7,3,5.5,0,26,22,free,mobile,East,yes,yes
L10947,57,39.6,4,0.83,16,3,69.5,0,4.5,1,102,19,premium,mobile,East,yes,no
L10948,36,43.9,0,2.57,16,9,50.1,1,0.7,0,13,0,free,desktop,North,yes,no
L10949,41,30.5,5,3.29,17,5,70.3,4,4.8,2,22,21,free,mobile,West,no,no
L10950,37,86.2,2,0.56,15,4,38.8,2,3.2,2,12,4,free,desktop,North,yes,yes
L10951,28,95.5,0,3.1,11,9,66.6,1,9.2,0,7,20,basic,desktop,East,yes,yes
L10952,52,61.9,5,0.84,19,3,57.4,2,4.2,0,34,19,free,desktop,South,yes,no
L10953,28,79.1,2,5.45,24,3,34.0,1,4.6,2,79,0,free,mobile,West,yes,no
L10954,35,37.8,0,4.2,26,7,34.4,2,4.2,1,37,8,free,mobile,North,yes,no
L10955,35,67.7,2,1.75,13,7,74.5,3,,2,13,7,basic,desktop,West,yes,no
L10956,23,72.7,4,4.05,19,9,67.4,4,3.7,2,62,13,free,mobile,South,yes,yes
L10957,58,96.8,5,6.88,14,0,55.8,4,2.8,1,76,8,free,mobile,North,yes,yes
L10958,21,74.4,3,3.84,18,7,62.7,1,0.0,0,8,9,basic,desktop,East,no,yes
L10959,44,80.2,3,2.34,24,1,31.3,0,1.1,1,71,14,premium,desktop,North,yes,no
L10960,44,29.3,4,3.84,22,3,60.8,3,0.2,1,105,22,free,mobile,North,yes,no
L10961,54,40.9,0,3.13,13,4,48.0,3,4.8,1,50,12,premium,desktop,West,yes,no
L10962,36,63.1,1,4.17,23,3,100.0,3,5.9,1,72,1,free,mobile,South,yes,yes
L10963,47,65.5,0,3.36,21,0,39.9,2,3.2,0,24,11,free,mobile,North,yes,no
L10964,53,42.2,5,4.74,21,4,54.5,2,6.2,0,25,18,basic,mobile,East,yes,no
L10965,55,45.8,2,5.98,21,7,91.1,3,0.0,1,42,6,free,desktop,North,yes,yes
L10966,39,69.8,1,2.32,19,5,69.9,1,8.2,0,38,9,free,desktop,South,yes,no
L10967,45,55.4,5,11.3,13,1,64.1,3,2.2,0,20,4,free,tablet,East,yes,no
L10968,24,61.6,4,4.3,17,5,58.0,3,5.3,2,48,20,basic,desktop,East,yes,no
L10969,26,73.6,4,7.02,23,10,67.4,1,7.1,0,86,18,free,desktop,South,yes,yes
L10970,57,40.0,0,1.61,23,8,37.7,5,5.4,1,118,0,free,mobile,South,yes,no
L10971,55,67.4,3,0.92,17,6,64.9,7,5.4,1,29,9,basic,tablet,East,no,yes
L10972,45,66.7,3,2.94,20,0,56.6,4,5.6,1,93,22,free,mobile,South,yes,no
L10973,19,69.3,2,7.11,18,6,62.7,2,8.3,0,87,22,basic,desktop,West,yes,yes
L10974,26,75.8,5,5.87,19,2,52.9,5,3.3,3,102,9,premium,mobile,East,yes,yes
L10975,42,99.5,1,6.07,17,6,47.1,2,0.4,1,73,11,basic,desktop,North,yes,yes
L10976,29,53.8,2,3.2,15,2,47.6,3,5.5,2,17,7,basic,mobile,North,yes,no
L10977,37,76.0,0,10.94,26,8,23.7,5,2.4,1,89,13,basic,mobile,South,yes,yes
L10978,37,56.9,4,3.77,21,7,57.0,2,8.7,0,35,7,premium,desktop,West,yes,no
L10979,51,91.2,4,12.07,17,7,99.3,1,4.1,0,97,6,free,desktop,North,yes,yes
L10980,45,43.7,1,1.83,10,3,16.2,2,7.1,0,101,14,basic,desktop,North,yes,no
L10981,25,66.2,5,3.98,18,9,75.1,5,2.2,1,8,1,free,mobile,South,no,no
L10982,30,64.5,0,8.81,16,1,25.3,5,7.0,0,35,1,free,desktop,South,yes,no
L10983,38,54.8,2,1.65,22,0,61.9,1,3.8,2,80,19,free,mobile,West,yes,no
L10984,46,45.1,1,11.67,18,0,24.5,4,0.8,3,116,2,free,mobile,South,yes,no
L10985,43,66.0,3,3.62,24,3,61.2,2,4.5,0,3,19,premium,mobile,East,yes,yes
L10986,44,97.5,5,1.48,22,6,62.4,5,1.8,1,98,3,free,tablet,East,yes,yes
L10987,42,57.2,2,3.25,16,0,64.2,1,4.2,2,40,21,free,desktop,South,yes,no
L10988,38,66.8,1,7.67,15,0,87.1,4,4.3,1,38,16,free,desktop,South,yes,no
L10989,19,81.2,0,6.57,13,1,47.3,3,0.0,1,100,5,premium,desktop,North,yes,yes
L10990,33,32.5,2,4.19,11,9,34.4,1,1.0,0,13,20,free,mobile,West,yes,no
L10991,21,62.1,0,2.67,22,8,88.2,5,4.0,1,77,12,free,mobile,South,yes,no
L10992,21,58.8,4,3.09,10,8,58.4,2,1.7,0,25,12,free,desktop,West,yes,no
L10993,18,49.9,3,2.33,19,4,41.5,2,3.1,2,102,8,free,desktop,South,yes,no
L10994,58,62.8,5,2.88,15,6,40.3,2,1.4,0,53,20,basic,desktop,West,yes,yes
L10995,43,62.3,5,10.76,19,1,55.7,2,2.8,1,27,0,free,desktop,North,no,no
L10996,20,53.7,4,5.57,23,2,41.3,4,6.3,0,15,16,free,desktop,West,yes,yes
L10997,25,50.8,4,1.38,15,9,50.6,2,3.7,0,43,8,free,mobile,West,yes,no
L10998,32,70.7,2,9.92,24,10,72.3,1,8.0,2,84,23,free,desktop,West,yes,yes
L10999,17,84.4,0,2.75,18,1,56.8,4,3.5,0,1,10,free,desktop,South,yes,no
L11000,46,44.0,5,3.73,20,3,92.1,4,7.0,0,31,14,basic,desktop,West,yes,no
L11001,34,41.5,0,3.21,19,10,72.6,2,5.2,0,31,19,free,desktop,South,yes,yes
L11002,39,68.3,5,1.42,19,8,36.7,4,4.2,1,107,8,free,desktop,East,yes,no
L11003,56,39.8,5,2.28,21,1,76.1,3,1.1,1,98,12,free,mobile,West,yes,no
L11004,49,55.8,3,4.1,16,6,65.2,4,5.3,1,62,0,basic,mobile,West,yes,no
L11005,48,38.2,0,2.36,19,9,41.9,5,5.2,1,100,11,premium,mobile,West,no,no
L11006,59,67.7,1,4.38,15,7,42.2,2,3.4,0,83,17,free,mobile,East,yes,yes
L11007,56,58.7,3,4.65,15,6,55.7,7,6.8,1,44,13,premium,mobile,East,yes,no
L11008,42,54.4,5,1.43,16,9,50.5,3,,1,3,6,premium,mobile,West,no,yes
L11009,28,71.5,0,5.62,18,10,55.5,2,4.2,0,11,7,basic,mobile,North,yes,yes
L11010,45,53.8,0,4.08,21,3,38.6,0,3.0,1,36,13,premium,mobile,West,yes,no
L11011,19,56.9,4,2.75,18,3,49.0,2,5.2,2,20,5,free,tablet,South,yes,no
L11012,26,61.4,4,4.96,11,7,74.1,2,3.5,0,114,21,free,tablet,East,no,yes
L11013,56,35.8,3,6.64,24,4,52.8,2,4.6,1,91,4,free,desktop,North,yes,no
L11014,33,74.9,5,1.72,24,6,58.9,1,2.7,0,23,16,free,mobile,North,yes,yes
L11015,38,39.9,5,3.23,15,10,35.9,1,0.6,2,107,9,basic,desktop,South,yes,no
L11016,25,52.3,2,3.28,22,4,45.5,3,4.6,2,64,13,basic,mobile,East,no,no
L11017,28,80.8,4,1.43,17,6,70.2,5,2.0,3,15,20,basic,desktop,West,yes,yes
L11018,46,57.1,4,7.78,20,0,88.5,4,7.0,1,102,12,basic,mobile,West,yes,no
L11019,57,65.6,2,2.12,16,1,62.4,6,6.7,1,110,16,free,desktop,North,yes,no
L11020,44,73.5,4,10.72,15,3,58.2,4,2.1,2,80,15,basic,mobile,North,yes,no
L11021,26,65.9,2,2.78,21,9,40.1,4,4.0,2,115,3,free,desktop,North,yes,yes
L11022,26,71.1,1,2.26,21,6,61.2,3,2.0,1,18,22,free,desktop,South,yes,no
L11023,33,48.0,2,1.28,27,7,81.6,2,4.0,0,56,15,free,desktop,South,yes,yes
L11024,55,41.7,2,2.05,12,7,70.4,1,2.5,0,3,1,basic,desktop,East,yes,no
L11025,19,53.4,3,5.99,10,0,71.7,1,3.2,0,64,0,free,desktop,West,yes,no
L11026,59,49.4,5,4.67,18,1,41.9,4,6.0,2,97,20,premium,tablet,East,yes,no
L11027,54,67.4,0,3.29,17,3,64.2,3,4.0,1,21,10,premium,mobile,South,yes,no
L11028,42,56.2,0,0.97,19,7,78.2,1,1.6,0,8,15,premium,mobile,East,no,no
L11029,59,68.4,5,7.37,14,3,68.1,0,2.8,2,96,9,basic,desktop,South,yes,no
L11030,40,79.9,4,6.0,21,2,53.3,0,6.6,1,39,13,premium,mobile,West,no,no
L11031,31,75.6,1,0.88,13,3,44.4,6,0.0,2,89,12,basic,desktop,West,yes,no
L11032,45,73.7,0,3.43,18,9,69.7,1,2.2,1,21,22,basic,desktop,West,yes,yes
L11033,37,29.2,1,2.72,13,9,61.5,4,3.0,0,32,18,free,desktop,West,no,no
L11034,33,80.0,5,4.91,18,6,68.5,4,5.4,0,49,0,basic,mobile,East,yes,yes
L11035,43,61.4,1,11.68,16,6,79.0,1,4.4,0,100,12,free,mobile,South,no,yes
L11036,43,68.2,1,5.69,16,8,35.0,5,4.1,0,1,17,free,desktop,North,no,yes
L11037,49,62.0,2,3.08,19,4,59.8,2,2.3,0,106,18,free,mobile,West,no,no
L11038,21,59.2,3,4.04,16,1,78.8,6,3.6,2,36,6,premium,mobile,North,yes,yes
L11039,44,62.7,3,4.92,22,9,76.6,4,5.9,0,41,3,basic,desktop,North,yes,yes
L11040,48,59.3,4,10.99,22,2,39.7,4,6.1,0,17,0,premium,desktop,West,yes,no
L11041,48,56.8,3,1.95,22,4,30.4,3,4.2,0,19,4,basic,mobile,South,no,no
L11042,30,56.1,5,0.51,20,10,53.9,3,4.9,2,57,13,free,mobile,South,yes,yes
L11043,36,61.6,3,10.52,32,4,35.0,5,2.7,1,28,20,free,desktop,East,yes,no
L11044,44,54.4,1,6.31,19,3,60.1,4,2.9,2,87,7,free,desktop,South,yes,no
L11045,21,48.6,4,3.76,19,9,51.8,1,3.9,1,87,0,premium,desktop,South,yes,yes
L11046,35,60.6,4,2.57,20,4,48.1,1,2.7,1,68,10,free,mobile,North,yes,no
L11047,32,81.9,5,1.72,22,4,48.2,1,1.8,0,11,7,free,desktop,East,yes,no
L11048,52,70.3,1,0.66,11,1,84.9,3,2.6,2,74,20,free,mobile,South,yes,no
L11049,46,53.2,5,9.96,12,0,55.2,1,2.7,1,6,2,free,tablet,East,yes,no
L11050,26,51.4,5,2.24,21,0,32.4,0,4.9,1,106,20,free,mobile,East,yes,no
L11051,22,44.7,4,6.07,16,10,69.9,1,2.5,2,97,7,free,mobile,West,yes,yes
L11052,40,67.5,4,16.73,14,0,73.7,4,5.7,0,16,11,basic,mobile,South,no,yes
L11053,40,49.6,3,2.58,18,2,34.4,3,8.2,2,70,21,premium,desktop,West,yes,no
L11054,32,67.2,4,1.95,14,5,72.5,4,2.7,1,16,23,free,mobile,North,yes,yes
L11055,26,43.7,3,0.88,22,5,55.9,3,2.3,1,115,17,free,desktop,East,yes,no
L11056,41,38.6,1,8.48,17,3,76.2,0,4.0,0,61,20,basic,mobile,West,yes,yes
L11057,47,86.2,2,3.54,15,2,53.5,3,0.6,1,67,19,basic,mobile,East,yes,no
L11058,54,53.5,4,0.85,18,7,42.4,2,0.4,2,14,3,basic,tablet,South,yes,no
L11059,25,80.0,4,3.42,13,4,47.2,5,4.1,0,5,14,free,mobile,South,yes,no
L11060,18,63.6,2,2.15,26,5,33.9,7,5.6,2,64,13,basic,desktop,East,yes,no
L11061,18,67.3,4,3.82,20,5,64.7,2,8.0,0,49,10,free,mobile,East,yes,no
L11062,41,53.5,3,11.11,25,3,50.2,6,1.9,1,90,2,free,desktop,North,no,no
L11063,44,46.8,3,1.94,12,2,49.7,1,5.9,0,41,10,premium,mobile,South,yes,no
L11064,38,69.6,1,7.74,12,3,69.5,0,5.7,1,15,7,basic,mobile,North,yes,no
L11065,54,49.3,5,4.12,17,0,35.5,1,1.8,0,11,2,free,desktop,North,yes,no
L11066,23,32.0,5,4.34,21,7,84.4,2,1.6,0,76,14,basic,mobile,West,yes,yes
L11067,46,62.5,5,9.04,18,4,64.6,4,2.4,1,44,11,free,mobile,North,no,no
L11068,30,73.1,5,1.16,21,10,32.2,1,3.6,1,108,5,free,mobile,North,yes,yes
L11069,19,69.3,2,5.52,19,8,70.9,4,6.1,2,79,10,free,desktop,South,yes,yes
L11070,29,84.9,5,2.58,23,0,45.0,5,5.2,1,83,22,free,desktop,South,yes,yes
L11071,41,68.6,2,9.66,19,3,58.6,2,0.7,1,75,15,free,mobile,North,yes,yes
L11072,17,63.9,3,0.87,16,2,57.8,6,1.6,1,59,9,basic,desktop,South,yes,no
L11073,40,59.7,0,1.56,16,6,52.8,3,2.6,0,95,7,basic,mobile,South,yes,no
L11074,54,59.6,2,1.49,18,7,55.1,2,3.9,1,36,11,basic,desktop,East,yes,yes
L11075,17,51.2,3,2.68,22,0,36.9,3,1.0,0,60,18,free,mobile,North,no,no
L11076,46,47.3,3,2.27,26,7,39.1,2,4.0,0,93,17,free,mobile,North,yes,no
L11077,29,80.5,3,4.7,19,4,53.9,4,4.1,1,79,13,premium,tablet,South,yes,yes
L11078,46,78.1,3,4.43,23,10,49.3,2,5.1,0,6,8,free,desktop,East,yes,yes
L11079,53,55.6,0,3.17,18,7,58.5,5,4.5,0,116,16,free,mobile,North,yes,no
L11080,39,69.3,2,4.56,17,5,81.7,5,6.0,0,70,23,basic,mobile,North,yes,yes
L11081,54,40.0,2,3.43,18,2,41.9,3,0.0,0,36,20,free,desktop,East,yes,no
L11082,47,67.7,0,4.74,19,2,51.4,7,4.4,2,13,3,free,mobile,South,yes,no
L11083,24,64.5,0,2.13,22,3,57.5,0,5.5,1,80,23,free,desktop,West,no,no
L11084,19,74.3,0,1.85,17,0,59.8,0,3.2,1,40,20,free,mobile,North,yes,no
L11085,26,82.3,4,0.73,31,8,47.3,2,1.5,0,83,11,free,mobile,East,no,no
L11086,47,61.6,3,0.96,9,2,46.1,4,2.3,0,39,20,basic,mobile,West,yes,no
L11087,18,61.0,1,5.59,19,5,58.1,11,3.8,0,58,15,free,mobile,North,no,yes
L11088,48,58.5,1,6.57,20,4,58.8,6,4.2,1,110,19,premium,desktop,North,yes,yes
L11089,33,69.8,4,5.34,25,4,86.6,2,4.6,0,53,19,premium,mobile,West,yes,yes
L11090,46,42.8,4,8.05,19,1,69.7,5,2.4,0,49,8,free,tablet,East,no,yes
L11091,50,54.6,3,1.18,18,2,48.8,0,4.5,2,94,16,free,desktop,South,yes,no
L11092,33,87.8,1,0.9,24,10,62.4,1,1.3,0,44,18,basic,mobile,North,yes,yes
L11093,43,73.7,2,14.33,23,7,54.9,7,2.7,2,30,18,free,mobile,East,yes,yes
L11094,47,45.3,0,7.7,19,1,49.7,6,6.3,0,19,4,basic,desktop,South,yes,no
L11095,37,76.8,1,10.2,15,2,53.3,4,2.7,0,45,16,basic,mobile,North,yes,yes
L11096,50,70.3,2,1.77,18,0,58.5,5,4.4,2,4,5,basic,mobile,North,yes,no
L11097,31,63.6,3,3.89,21,6,61.1,0,4.2,0,18,22,free,mobile,North,yes,no
L11098,43,54.2,0,1.34,18,7,43.9,3,3.1,2,71,22,free,mobile,East,yes,no
L11099,33,33.5,2,4.69,19,8,40.3,7,2.5,2,112,16,basic,desktop,South,yes,no
L11100,28,74.2,5,2.47,32,3,18.8,3,1.9,1,115,5,free,mobile,West,yes,no
L11101,31,72.7,1,4.88,17,8,68.2,4,4.2,0,6,23,premium,tablet,South,yes,yes
L11102,23,46.2,0,1.53,20,7,32.4,5,0.8,1,32,1,basic,mobile,North,yes,yes
L11103,57,28.5,2,4.45,27,5,45.5,2,3.8,0,63,12,premium,mobile,East,no,no
L11104,38,86.6,4,2.38,13,5,61.3,2,2.8,0,33,11,free,desktop,East,yes,yes
L11105,50,46.7,2,5.69,19,8,39.2,3,7.2,3,13,11,free,desktop,East,yes,yes
L11106,35,59.6,1,2.01,10,0,67.8,2,3.3,0,99,19,free,mobile,South,no,no
L11107,46,66.0,1,3.29,23,3,97.1,4,4.1,0,22,19,premium,mobile,North,yes,yes
L11108,32,48.6,5,3.52,13,4,99.1,4,6.3,1,114,0,premium,mobile,North,yes,yes
L11109,59,54.9,5,7.65,11,7,90.2,3,5.6,3,114,20,basic,desktop,North,yes,yes
L11110,32,54.9,0,3.51,21,6,58.1,2,5.4,1,106,13,basic,mobile,East,yes,yes
L11111,41,91.7,0,4.33,17,10,62.2,4,0.4,0,116,7,basic,mobile,North,yes,yes
L11112,57,58.2,4,2.14,22,2,68.6,3,4.8,0,99,9,free,tablet,South,yes,no
L11113,46,33.7,5,1.57,14,1,31.7,2,3.6,3,97,16,premium,tablet,East,no,no
L11114,28,28.9,2,1.09,21,6,58.3,5,6.5,0,75,10,basic,desktop,North,yes,no
